SRR6743920	SRR6743924	SRR6743927	SRR6743930	SRR6743933	SRR6743936	SRR6743938	SRR6743943	SRR6743949	SRR6743950	SRR6743960	SRR6743965	SRR6743966	SRR6743967	SRR6743968	SRR6743971	SRR6743974	SRR6743975	SRR6743977	SRR6743984	SRR6743990	SRR6743993	SRR6743995	SRR6744018	SRR6744021	SRR6744029	SRR6744030	SRR6744032	SRR6744035	SRR6744038	SRR6744047	SRR6744055	SRR6744056	SRR6744057	SRR6744058	SRR6744059	SRR6744060	SRR6744074	SRR6744075	SRR6744086	SRR6744087	SRR6744092	SRR6744094	SRR6744095	SRR6744097	SRR6744099	SRR6744101	SRR6744105	SRR6744107	SRR6744108	SRR6744114	SRR6744116	SRR6744121	SRR6744122	SRR6744125	SRR6744126	SRR6744133	SRR6744134	SRR6744139	SRR6744141	SRR6744142	SRR6744144	SRR6744151	SRR6744152	SRR6744156	SRR6744157	SRR6744164	SRR6744166	SRR6744169	SRR6744170	SRR6744172	SRR6744173	SRR6744176	SRR6744188	SRR6744192	SRR6744196	SRR6744200	SRR6744207	SRR6744208	SRR6744209	SRR6744218	SRR6744219	SRR6744231	SRR6744232	SRR6744238	SRR6744240	SRR6744246	SRR6744248	SRR6744250	SRR6744254	SRR6744257	SRR6744260	SRR6744261	SRR6744262	SRR6744265	SRR6744270	SRR6744279	SRR6744282	SRR6744288	SRR6744291	SRR6744295	SRR6744297	SRR6744303	SRR6744304	SRR6744305	SRR6744308	SRR6744313	SRR6744322	SRR6744326	SRR6744329	SRR6744331	SRR6744335	SRR6744338	SRR6744339	SRR6744342	SRR6744343	SRR6744356	SRR6744360	SRR6744365	SRR6744366	SRR6744367	SRR6744370	SRR6744371	SRR6744376	SRR6744378	SRR6744381	SRR6744391	SRR6744393	SRR6744401	SRR6744403	SRR6744405	SRR6744415	SRR6744421	SRR6744422	SRR6744423	SRR6744429	SRR6744431	SRR6744432	SRR6744434	SRR6744441	SRR6744443	SRR6744444	SRR6744445	SRR6744448	SRR6744454	SRR6744455	SRR6744458	SRR6744460	SRR6744461	SRR6744465	SRR6744470	SRR6744471	SRR6744476	SRR6744477	SRR6744480	SRR6744482	SRR6744485	SRR6744487	SRR6744488	SRR6744497	SRR6744499	SRR6744501	SRR6744507	SRR6744517	SRR6744518	SRR6744519	SRR6744521	SRR6744523	SRR6744535	SRR6744539	SRR6744546	SRR6744547	SRR6744553	SRR6744562	SRR6744563	SRR6744564	SRR6744565	SRR6744567	SRR6744571	SRR6744574	SRR6744576	SRR6744581	SRR6744593	SRR6744599	SRR6744600	SRR6744603	SRR6744606	SRR6744609	SRR6744611	SRR6744613	SRR6744619	SRR6744620	SRR6744623	SRR6744629	SRR6744630	SRR6744632	SRR6744635	SRR6744638	SRR6744639	SRR6744649	SRR6744653	SRR6744658	SRR6744665	SRR6744667	SRR6744673	SRR6744674	SRR6744680	SRR6744684	SRR6744685	SRR6744689	SRR6744695	SRR6744696	SRR6744701	SRR6744702	SRR6744705	SRR6744707	SRR6744710	SRR6744713	SRR6744718	SRR6744723	SRR6744726	SRR6744729	SRR6744735	SRR6744739	SRR6744745	SRR6744747	SRR6744749	SRR6744756	SRR6744758	SRR6744759	SRR6744760	SRR6744766	SRR6744770	SRR6744777	SRR6744778	SRR6744780	SRR6744783	SRR6744790	SRR6744793	SRR6744794	SRR6744796	SRR6744800	SRR6744803	SRR6744804	SRR6744805	SRR6744809	SRR6744815	SRR6744819	SRR6744826	SRR6744829	SRR6744832	SRR6744833	SRR6744842	SRR6744858	SRR6744859	SRR6744860	SRR6744862	SRR6744866	SRR6744875	SRR6744877	SRR6744878	SRR6744883	SRR6744884	SRR6744894	SRR6744896	SRR6744897	SRR6744898	SRR6744901	SRR6744902	SRR6744914	SRR6744916	SRR6744917	SRR6744918	SRR6744925	SRR6744926	SRR6744928	SRR6744930	SRR6744931	SRR6744940	SRR6744941	SRR6744945	SRR6744955	SRR6744962	SRR6744971	SRR6744972	SRR6744973	SRR6744976	SRR6744977	SRR6744980	SRR6744981	SRR6744985	SRR6744991	SRR6744992	SRR6744998	SRR6744999	SRR6745001	SRR6745004
K09835	0	0	0	6	0	0	0	0	0	133	0	0	0	16	278	0	2	0	189	5	0	342	0	0	0	0	0	0	2	0	0	2	3	0	0	1605	0	0	983	0	172	0	0	0	0	275	4	0	0	0	0	2	410	0	0	0	443	10	2	631	1580	0	0	0	0	581	0	0	0	0	0	0	0	0	807	0	0	0	89	7	0	0	0	0	0	0	0	0	0	0	2	18	5	0	0	0	0	0	0	0	332	3	0	19	0	0	3	53	0	136	0	2	0	302	115	420	3484	120	0	0	0	0	0	0	4	2	195	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	501	130	0	0	0	0	0	359	2526	0	283	0	413	0	121	0	0	2	0	0	0	0	0	0	0	0	254	0	4	709	0	0	0	0	739	0	2	1020	0	0	0	0	3	0	456	343	0	0	15	0	0	0	0	58	0	0	0	0	0	0	388	1449	0	2	0	0	0	0	357	0	0	971	0	872	0	0	0	0	281	685	0	0	0	581	133	4	0	1223	222	343	0	4	544	4	0	0	0	0	0	0	0	0	162	0	4	0	943	0	333	0	0	0	0	0	0	0	0	0	0	8	8	2	0	0	0	0	0	0	0	30	0	0	0	2039	0	0	0	0	90	1162	0	0	335	0	298	0	0	4	0	0	0	0	0
K09861	0	0	0	9	0	0	0	0	0	358	0	2	0	32	507	0	0	0	549	5	0	470	3	2	568	0	0	7	0	14	0	21	6	0	0	4064	0	3	1207	0	572	1681	0	0	0	274	3	0	0	0	0	2	476	0	0	0	1669	20	0	1802	1338	0	0	0	0	1068	2	5	0	0	2	0	0	0	1225	0	0	2	119	8	0	0	0	0	0	0	0	0	0	0	8	22	11	0	0	0	0	0	0	0	1525	2	0	48	0	0	4	172	0	297	0	0	4	968	434	1480	3475	277	0	0	36	0	0	3	11	0	727	2	1560	6	518	0	0	0	0	0	0	2	0	3	0	0	0	0	1446	476	2	0	2	0	0	1102	4498	0	741	0	1043	0	235	0	0	2	0	0	0	2	0	0	0	0	664	0	0	824	0	0	0	0	930	0	0	2079	0	0	2	0	5	0	1488	835	3	2	106	0	2	0	0	232	0	0	2	2	2	0	692	1420	0	0	2	2	0	0	602	3	0	1960	0	1369	0	0	0	0	940	1190	0	0	0	864	224	4	0	1476	838	527	0	5	1969	3	0	0	2	3	0	6	0	0	385	0	7	2	1218	0	1096	0	3	0	0	0	0	3	0	0	0	16	17	0	0	0	0	0	0	0	0	79	0	0	4	2828	7	0	0	0	169	1183	0	0	556	0	319	3	0	3	0	2	0	0	0
K09903	3249	5945	9751	364	2817	490	817	12	4774	4333	4580	7309	8335	244	2914	113	905	2111	1762	8863	8431	5658	1677	6262	17150	95	7981	12037	1157	13909	19899	8059	594	5307	7630	8596	10197	767	6839	11332	6495	4302	4224	23378	6054	8363	397	6093	2210	2947	997	2246	4447	94	26	804	6570	938	7	19489	12844	9642	2288	26494	9580	4048	23112	4219	8096	6806	14091	6192	3957	3862	3118	3907	29	7021	755	4355	104	55	10067	12512	6722	836	14741	3478	1650	6237	5219	190	4393	823	20848	8853	3397	2672	5754	1957	4010	191	2576	320	15491	5454	2013	1937	195	2162	6711	5330	3592	7829	1134	5973	14937	4143	10923	609	1744	377	7216	3307	1179	915	5146	27	8326	3332	2273	1457	9644	4788	8942	13083	6528	808	8743	883	4815	3612	18074	10108	4340	7165	2229	47579	6197	5382	4455	3088	16534	361	3726	22	8467	5072	2315	309	5603	2000	11823	7987	4952	725	11713	4578	6058	9824	3606	842	2542	5335	3030	8198	6580	28	13234	2857	42	6739	5992	15963	4190	919	6406	376	9812	4757	1072	22894	682	2888	21	2793	469	1112	5123	1383	3130	9451	7434	3312	2352	6122	4545	6505	10195	1598	11	4141	9353	10523	660	7397	6624	8044	2332	471	4807	6122	3510	10971	926	4323	1486	4501	1433	232	7419	6526	4649	2503	4375	388	12764	15	2018	9773	10037	5946	5986	17816	4773	1457	3318	7750	1562	8566	7601	18064	6565	4961	2229	8554	1566	4090	5006	14	4467	10833	5720	12932	6228	977	80	7586	14178	1054	1302	4114	2708	5952	6776	8649	1759	12304	13402	1428	4436	62	699	9024	19793	15177	7844	2770	7815	2287	5896	7114	571	4058	10338	898	9858
K09952	110	1109	0	2	16	96	158	3	611	0	23	6899	701	0	7	3	1004	3	0	6726	109	401	14	2910	3650	12	11	0	2	44	3	1438	19	5	0	19	367	59	2	4115	1076	733	14	45	236	48	672	109	0	44	508	464	6	7	5	0	45	124	2	6	2	979	4852	8	1098	4	18507	496	411	2609	33	916	3082	0	36	0	2	2278	0	64	0	0	11621	287	13	1873	5759	1488	1838	0	1031	0	94	2	15	564	92	14	7268	61	0	23	0	99	2015	6834	0	185	34	27	32	5171	1068	105	2	3	9	0	2397	4054	3	3	5806	1104	37	0	3168	0	2278	340	0	404	16	914	66	357	306	163	1677	76	1140	593	6916	18	0	368	6	36	274	103	805	0	0	840	2	0	7	16	9	11	4066	78	6174	101	2939	64	9	4	108	926	545	116	2	0	0	13266	54	61	0	9	8	6	163	1367	0	123	4	28	130	3	39	0	25	0	0	85	57	156	6493	0	686	1515	43	55	35	3	73	2309	635	254	5	513	0	699	0	2	35	0	242	277	3168	1756	11	0	1184	3231	9	0	5	250	12	27	6	0	1748	3859	17	0	192	13676	4008	102	48	80	267	1344	5	3169	9	66	0	11596	29	751	14	23	1390	121	16	0	55	221	11	20	2	0	0	5214	0	410	751	187	6	7436	8	1806	0	0	97	0	5606	7	0	9	28	24	88	1072	105	380	411	10	0	98	320	37	997
K09961	0	0	0	0	0	2	0	6	0	35	0	0	0	253	0	0	0	0	899	3	0	82	0	0	0	0	0	2	0	0	0	0	0	0	0	1041	0	0	11508	0	53	57	0	0	0	0	0	0	0	0	0	4	156	0	0	0	773	5	0	297	5	0	0	0	0	28	0	2	0	0	0	0	2	0	357	0	0	4	256	20	0	0	0	4	0	0	0	0	0	0	28	10	5	0	0	0	0	0	0	0	4585	0	0	5	2	0	0	238	0	154	0	6	0	42	0	2178	10390	36	8	0	0	0	0	4	6	0	794	0	175	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	384	0	0	3	4	0	0	19	3	0	2961	0	195	0	39	0	0	0	0	0	0	0	0	0	0	0	2054	2	2	131	0	0	0	0	3	0	4	1082	0	0	0	0	0	0	0	436	0	2	0	0	5	0	0	4928	0	0	0	6	0	0	0	3745	0	0	0	2	0	0	1631	0	0	8508	0	196	0	0	0	0	351	0	0	0	0	48	284	0	0	2659	0	0	0	0	39	0	0	0	9	2	0	0	0	0	78	0	0	0	3001	0	256	0	0	0	0	0	0	0	0	0	0	29	3	0	0	0	0	2	0	0	0	0	0	0	2	3	6	0	0	0	0	4	0	0	0	0	226	4	0	9	0	0	0	0	0
K09963	0	21	81	249	0	71	0	4	8	1610	4	21	267	178	2249	0	0	0	787	10	5	1537	10	3	839	3	11	28	0	73	3	693	17	6	0	5224	331	54	5193	74	11446	7659	431	201	265	10983	14	41	0	0	61	960	2724	0	0	0	7127	18	2	13024	3650	49	1684	390	368	1359	448	18	4	4680	62	4	965	85	2113	2	0	43	473	18	0	0	9886	5	159	0	11	1641	0	25	408	519	31	3	0	161	5	23	6239	52	1960	11	6	379	50	0	10	3017	3	756	14	4160	6	2326	712	1481	3917	6040	744	2	318	4	100	12	32	15	1565	3	8435	77	1094	4	50	92	6	135	0	784	24	5	9	3	154	0	1724	3170	2	278	2	2	2	1402	8414	0	3563	0	16266	0	676	109	2	3	13868	0	16	19	6	55	97	2	4137	71	8	2677	10	7368	10	0	8831	18	2	3946	0	2	9	0	142	0	10157	2221	10	120	204	0	19	2	26	2011	3872	2	24	7	6	20	2805	3714	6	486	226	1687	2	45	3677	9	0	2957	692	4219	0	2	3174	0	1356	12066	6	0	202	1997	989	12	5	2215	2015	1672	2155	12	5989	2	81	0	4	5	5	40	32	13	1344	643	124	6	2747	9	4558	0	37	136	687	0	8	5	26	13	6	90	10307	5	0	28	0	0	6	39	6	4060	0	296	16	7531	39	0	36	17	416	5745	42	5	2017	36	806	8	33	41	25	2	95	7	918
K09976	560	180	414	724	734	16	151	5	1263	3849	1082	841	167	233	1713	0	962	371	2540	1496	38	3218	377	1104	6036	10	99	667	413	245	67	196	782	273	2933	12106	469	33	5279	576	7330	261	411	25	5	5473	223	341	936	261	71	823	3309	4	1622	136	8009	158	6	18149	4787	334	2748	1659	78	2708	384	193	1459	2514	97	257	1039	56	2637	780	5	980	815	827	44	24	5187	1312	292	0	120	875	548	44	35	152	204	292	1938	176	292	300	3374	273	2231	19	468	305	15	980	326	2463	29	2434	381	3278	222	3015	1112	3021	2487	1196	3455	361	748	154	24	1479	129	415	3082	24	623	125	2139	413	145	49	345	109	4	825	147	60	497	748	117	364	4037	7308	371	719	795	388	393	2242	10838	184	3018	3	1921	1007	1562	7	160	360	6511	668	672	25	84	903	62	361	3669	555	1219	4875	5	4211	1417	10	9070	83	344	7023	802	3425	13	58	99	68	7655	5302	123	103	218	592	530	87	268	1930	5428	289	390	16	1368	72	2519	8254	887	140	134	1109	11	31	4080	532	101	4456	19	8294	712	195	2683	1059	2818	12	330	839	982	5263	818	40	2030	2865	4101	2805	1280	146	8217	19	439	1276	823	57	931	300	171	3457	3587	813	386	541	945	162	3049	0	185	433	802	142	149	10	8	2172	1484	15	5652	111	14	1485	7	1304	784	80	830	3912	1490	367	1277	5505	248	2664	900	28	1171	11039	78	170	2992	281	1583	3618	697	713	113	584	855	88	114
K10005	4	4677	1231	5	2	491	14	13	49	0	6	114	5832	11	0	193	0	29	7	15	8062	8	192	0	8	50	8352	2970	434	4763	11992	20269	2	618	13	0	5431	349	0	7336	0	0	13764	13771	1939	492	0	2069	2	1264	1522	16	0	5	32	6	49	0	0	14	0	7020	0	28260	6345	0	10256	7205	1309	102	13196	6637	462	4241	0	64	3	4107	0	64	4	0	0	2103	1575	3671	6776	0	51	8131	4810	7	1752	16	2510	8845	1196	1597	12	302	0	39	12	0	6570	505	0	2	26	4	346	30	4450	9	0	0	17	36	845	35	406	2	5753	726	709	3	48	4	0	1750	10	9	7067	5756	2852	4821	2834	0	3932	60	677	3445	9318	4493	0	29	31	39314	576	1364	2950	0	9	0	13	0	0	568	3	337	3685	255	49	9	2529	282	9388	1017	6363	2810	380	17	1347	2	2402	218	198	0	54	1259	7	0	12	924	5802	1214	3710	14	2	5	60	13473	4	0	4	3001	443	34	124	782	1241	3853	102	995	8	10	1129	2881	20403	115	10	6655	63	6459	3	2	17233	0	4	18	15	1963	4	61	0	0	7	0	4	0	17	10	11	0	29	0	33	0	57	98	6467	1999	781	9490	1961	10	4	7803	660	5876	0	7787	23	3574	328	1389	57	1950	3325	7	4626	15133	0	5240	6	0	5	1203	11491	8	0	2414	10	253	20	3662	302	72	4239	8	31	9	0	7	16671	3853	6	2416	3470	766	875	8509	2	2358	571	809	23257
K10006	0	774	1166	3	0	117	7	6	12	0	0	2	3363	10	0	99	0	16	6	18	5011	0	81	5	4	11	3193	1515	317	1319	9274	5154	2	264	3	0	1208	155	4	3153	0	0	4096	9253	631	142	5	1058	2	524	322	6	0	0	11	3	17	0	0	2	0	2486	0	14396	4420	0	6537	2348	889	76	5728	574	142	2364	0	29	0	2652	0	16	2	0	0	657	121	301	4010	0	26	3958	942	3	733	0	1361	5018	621	206	2	99	0	10	12	19	3900	209	0	3	14	11	98	2	297	3	0	0	10	6	156	6	151	3	2964	302	186	4	30	0	2	213	6	0	2921	987	746	3559	745	5	2709	8	387	1710	6782	2116	0	12	14	24175	236	338	1089	0	4	0	5	0	2	372	2	163	1783	72	26	2	1096	132	5326	249	1692	1040	244	8	777	0	526	113	33	0	33	63	0	0	0	721	6246	309	1367	16	3	0	18	8082	0	0	0	535	154	9	52	377	235	1564	32	562	0	7	418	536	10597	99	0	2816	59	3202	0	0	3373	3	4	0	4	622	0	25	0	0	2	0	0	0	5	3	0	0	0	0	7	0	35	51	3689	1417	147	5401	696	6	2	4572	393	4754	0	4351	15	1910	91	957	33	594	1205	2	2189	2004	0	1713	0	0	2	431	6303	4	0	1142	12	88	9	1006	163	37	2650	0	27	5	0	0	9095	2249	10	523	1906	85	274	2488	5	977	334	859	11706
K10007	0	3474	1883	8	2	164	28	7	36	0	2	39	6882	17	0	62	0	23	11	39	7853	0	256	0	16	12	4680	6282	488	1124	16690	5635	14	618	5	0	1468	123	2	2702	0	0	1741	17849	570	441	7	1632	2	748	283	6	0	15	13	8	46	0	2	2	0	783	5	39210	6109	5	10830	2680	3052	162	16026	4104	710	5249	0	79	0	2772	0	77	5	0	0	1527	480	2684	6577	0	40	7366	2326	3	1130	0	3370	9026	474	575	2	279	0	55	10	32	6374	804	0	4	32	6	227	31	1575	10	7	0	8	4	357	38	216	5	7591	751	431	6	72	4	2	761	6	0	6170	1670	4476	3572	2259	0	7811	26	1024	3204	14823	6409	0	2	46	50448	775	482	1793	0	4	0	6	0	4	933	12	373	4558	197	60	7	1897	440	10875	388	2329	1745	638	9	1929	6	258	229	202	0	83	377	5	0	7	1366	3353	880	2841	43	4	0	48	16874	8	2	4	1254	384	41	66	799	963	3621	132	1758	7	7	273	621	15812	173	7	2632	127	7058	6	0	10559	0	9	13	19	1316	5	46	0	0	12	0	2	0	18	0	0	0	4	0	35	0	92	133	5207	3163	329	12427	1887	0	3	10932	1000	7490	0	11670	44	4327	109	1447	48	314	1639	2	4013	5139	0	3777	10	0	21	673	11832	4	0	1713	22	93	11	2540	586	93	3572	4	44	4	4	16	16528	5882	27	1437	3265	941	240	6586	5	1888	557	1934	22416
K10008	9	4222	3949	19	583	349	25	9	1496	6	14	496	8631	17	0	99	47	285	19	556	10159	3	310	323	937	33	4013	5934	986	2299	14423	10023	2	1091	13	0	5269	347	46	10080	2	2	2225	21170	1031	651	13	3345	14	1313	882	22	96	20	30	13	48	87	2	22	0	670	4	31915	11532	2	22493	3300	2123	618	14769	8875	877	4600	2	54	0	6581	0	392	4	4	5	4413	2292	7474	9912	106	104	7502	3835	17	2383	8	5249	17047	901	1860	133	570	3	77	16	15	13600	628	0	5	55	18	795	43	5897	53	7	4	21	10	934	320	445	53	7187	519	947	4	526	7	4	2922	9	19	7772	8402	3565	7062	3020	22	6048	40	882	2743	9342	6599	0	11	335	42757	814	1811	5299	0	13	48	11	0	4	672	15	340	6812	785	184	24	3538	342	12858	503	5193	1734	522	8	1758	6	419	855	351	0	65	2449	5	0	12	2531	4183	563	4554	102	4	0	158	23061	5	0	8	2722	599	33	201	1052	2044	4646	782	1871	6	22	1303	2214	17441	297	6	4207	112	8127	8	0	18598	3	181	167	456	2505	8	47	4	313	27	0	3	29	702	2	2	0	122	0	43	0	63	92	7657	4130	1137	10367	2835	0	5	9757	1364	9272	0	12491	43	3780	287	2256	150	644	7787	3	3045	19236	2	10214	6	0	23	1395	9803	9	5	2478	27	301	806	4764	636	59	5999	15	51	7	5	12	17603	5440	22	2824	4418	1118	221	13652	61	3393	1141	1424	25405
K10026	0	152	317	0	0	21	20	0	131	0	0	125	115	0	0	16	0	11	0	0	0	0	0	0	2	2	124	359	0	366	49	147	0	142	0	0	245	17	0	126	0	0	90	347	173	0	0	94	0	174	32	0	0	0	0	0	0	0	2	0	0	239	0	196	161	0	327	0	80	0	210	346	0	80	0	0	0	146	0	6	0	0	0	312	201	31	127	0	5	83	87	0	35	0	555	79	111	94	0	117	0	2	2	0	149	0	9	0	11	0	420	0	0	0	0	0	0	0	432	4	47	0	96	0	12	0	0	0	0	88	0	0	182	120	0	110	50	0	136	4	71	0	203	365	0	0	0	226	231	309	77	0	0	0	0	0	0	197	0	0	31	87	0	0	0	2	155	215	175	248	0	0	14	0	35	0	0	0	0	131	0	0	191	0	0	0	39	0	0	0	127	109	0	0	0	50	0	0	0	0	40	119	0	60	0	2	141	191	163	2	0	14	0	211	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	252	87	300	53	87	0	0	129	0	171	0	152	3	18	49	236	3	129	79	0	14	0	0	139	0	2	6	97	2	0	0	34	0	128	0	169	0	0	125	0	0	0	0	0	201	198	0	66	308	0	249	240	0	190	314	0	0
K10036	0	3368	1548	0	0	67	42	0	496	0	0	290	911	4	0	169	0	29	0	0	0	0	0	2	0	0	3144	2485	4	17726	433	1102	0	1006	3	0	1970	153	0	689	2	0	847	2152	1237	0	0	366	3	682	97	0	0	0	0	0	4	0	0	0	0	2420	4	5753	1320	0	2384	0	852	3	2757	1589	5	333	0	3	0	1480	0	20	0	2	0	1421	793	585	1305	0	44	1019	527	0	3380	2	3660	1202	465	1045	3	703	0	4	0	0	1445	0	55	0	19	0	1085	0	2	0	0	0	0	0	1313	147	176	0	1245	6	69	0	2	8	11	721	0	0	551	899	7	1357	1146	0	1156	36	185	2	3974	1647	0	0	2	3711	980	1557	336	0	14	0	0	0	4	693	0	0	260	480	6	0	2	0	10666	1828	1519	1000	0	0	69	2	636	0	2	0	10	306	0	0	511	3	0	0	682	2	0	0	663	1172	0	0	0	176	0	0	0	3	339	1538	0	685	0	11	335	3080	978	22	6	152	0	1087	0	0	528	0	3	0	0	0	5	2	0	0	0	0	0	0	14	9	0	0	11	0	4	0	0	5	1871	620	1098	1444	583	2	0	1165	6	800	6	1859	14	434	325	1120	7	832	931	0	120	0	0	535	2	5	7	446	0	2	0	228	3	666	4	2157	0	3	1006	0	4	0	2	2	9829	2005	4	540	880	0	1373	2601	5	1163	991	0	0
K10039	3988	2450	7437	877	11036	64	1115	6	25260	1293	9866	10038	4374	200	1773	6	965	6642	1546	14377	4	2047	3159	7267	25305	45	568	7275	21	1714	832	782	1502	3034	11448	4048	4540	717	8097	4728	4191	2192	3109	449	24	4572	705	7228	8107	7619	412	4467	4977	8	8	904	5341	1562	10	7316	5900	4004	1857	16092	2570	2177	7366	1550	8887	4886	380	5926	1822	513	1673	9790	31	3171	480	9094	174	149	14732	22329	6783	126	960	2177	4528	719	366	89	581	2050	23933	3120	3461	1729	2693	2469	3135	94	4852	218	34	21916	6846	1792	105	1162	8776	5301	3309	2648	629	4945	8973	1153	23470	4041	2332	903	109	8676	1508	2977	9908	2	6585	1136	973	1699	3424	519	4756	1093	183	499	1523	831	4986	4179	1113	4267	1691	2247	4863	2540	16842	5250	4569	1736	9244	1599	4232	26	6590	11675	562	11	4173	9620	5441	11687	11441	122	702	4945	1995	6319	1773	2742	5840	2114	72	11203	10110	191	11014	3232	10	3831	8055	32897	11	378	647	1015	8735	3868	1157	973	487	5653	14	912	735	1002	6524	3079	3935	27	17808	687	1121	3456	17733	611	2233	1116	16	465	4366	12769	1232	4442	143	2158	3996	1787	8130	17604	1167	7415	1524	6773	1883	2584	1248	525	11829	3066	3031	2352	3108	1103	7197	157	3616	22202	6972	961	19075	3874	1481	3507	897	6220	439	7957	2693	953	3522	24	3095	22655	1769	1938	2510	9	62	24397	17936	488	42	1857	54	14029	6	3094	1784	1132	8932	3526	16070	3074	18	9051	4221	3217	7461	192	274	5271	1112	620	4289	1504	1945	20	9923	3950	673	5217	9059	1125	1229
K10040	2286	869	3327	782	7272	13	770	3	20124	817	4844	3911	1582	126	1142	3	366	2854	1137	7517	104	1506	1251	4280	17020	19	334	4955	15	956	391	442	783	915	3630	2508	1805	295	5256	1799	3589	1637	1355	247	13	2272	446	3922	2268	4775	227	1676	2471	6	3	405	3335	764	4	4544	4359	1821	1085	4729	1742	1641	3386	641	4677	1376	219	2619	1122	140	1143	4507	12	1742	351	3826	79	79	6096	14953	3743	47	522	1013	1624	317	265	93	281	1003	7709	1115	2093	961	1563	1215	2004	45	2026	123	10	8453	1883	1255	75	647	2797	2645	1947	1393	452	2684	5838	1007	14901	2413	1035	210	47	3510	648	2035	4627	5	4114	561	649	1257	1257	327	2625	416	104	273	1075	517	2587	2353	654	1351	1248	1525	1873	1242	8456	2576	2605	969	4149	870	2544	14	3897	7675	519	0	1823	5306	5444	3867	6256	67	282	1839	492	3297	1149	1463	2710	1364	21	5482	3660	108	6927	940	8	2278	3219	15346	10	144	378	504	5175	1968	566	400	324	1559	3	295	367	690	3224	1704	1990	14	13653	393	644	2178	10635	240	969	462	15	137	2478	3826	587	2761	88	1354	3198	755	3346	8995	590	3970	744	2767	1081	1496	883	225	6663	1957	2055	1678	1410	2436	4096	34	2962	15981	5232	692	9271	1396	653	3209	826	2278	178	3700	2131	397	1698	3	2387	6507	844	1085	992	5	44	11598	6103	209	50	1045	36	6231	3	1403	634	442	3619	1515	6279	2011	12	5021	1907	1589	2383	80	217	3741	591	420	4092	770	1490	16	3968	1973	342	1781	4886	641	449
K10041	4024	3635	6522	1194	6501	86	1164	9	21544	858	9123	7367	2762	167	1187	54	662	3009	1232	9564	150	1495	2841	5416	21656	53	1317	5489	12	4808	962	1256	1319	3222	8202	3244	5025	688	4956	5341	4108	1898	3109	1533	485	7060	785	7860	5959	5639	464	3719	3257	11	6	1001	4025	2061	13	5595	4183	4055	3491	15240	3089	1393	8196	1405	8965	5098	833	5210	2001	471	1543	8502	25	3608	238	6684	209	166	13922	19775	8105	1970	1404	2429	4694	810	1023	80	921	1863	21321	2896	2734	2067	6767	2148	1785	78	4467	143	447	19289	6324	1304	92	917	5768	5160	2835	1724	523	3896	8283	680	25070	2748	1614	467	431	9451	1257	3169	7919	4	5139	1328	577	2381	1914	2842	2408	1401	465	520	1615	574	4142	5181	1731	4424	1270	1540	3254	2895	13043	4891	3136	1477	6721	1256	3624	18	5714	10355	368	21	3172	6336	8146	13141	11139	89	2883	6739	1899	6053	1534	3191	4443	1744	270	11988	10866	194	8112	3201	6	2545	7601	29839	83	352	840	1320	7045	3106	1095	1276	446	6086	9	862	668	695	5723	2515	3580	534	10006	769	818	3216	13453	1318	3856	1716	7	663	2971	8652	1048	4150	537	1851	3536	2014	7694	19760	1165	6658	2009	6506	2270	1826	800	399	11248	2873	1925	1344	3121	4824	5031	114	4124	18460	6054	814	14892	3637	1952	4776	555	6001	401	8237	2720	1812	2598	190	2498	21764	1205	1894	2937	6	193	18847	13252	767	2672	1707	94	8052	257	3887	1351	1096	7889	5075	12924	3986	14	7321	4626	2652	6985	182	226	3313	3291	1091	2632	1194	2402	13	6135	3766	630	4495	8082	695	1096
