gene	status
MKRN1	candidate
MKRN3	candidate
MLH3	candidate
MLLT1	candidate
MLLT3	candidate
MLXIPL	candidate
MMAB	candidate
MMACHC	candidate
MME	candidate
MMEL1	candidate
MMP13	candidate
MMP24	candidate
MMS22L	candidate
MNAT1	candidate
MOB1B	candidate
MOCS3	candidate
MOG	candidate
MORC4	candidate
MORN1	candidate
MOS	candidate
MOV10	candidate
MPEG1	candidate
MPO	candidate
MPPED2	candidate
MRAS	candidate
MROH1	candidate
MROH2A	candidate
MRPL12	candidate
MRPL18	candidate
MRPL20	candidate
MRPL21	candidate
MRPL36	candidate
MRPS14	candidate
MRPS21	candidate
MRPS31	candidate
MRPS33	candidate
MS4A6E	candidate
MSH3	candidate
MSH5	candidate
MSN	candidate
MSR1	candidate
MST1	candidate
MST1R	candidate
MSX2	candidate
MT1H	candidate
MTERF3	candidate
MTFR1L	candidate
MTG2	candidate
MTHFD2	candidate
MTHFR	candidate
MTMR8	candidate
MTREX	candidate
MTRF1	candidate
MTUS2	candidate
MUC12	candidate
MUC16	candidate
MUC17	candidate
MUC2	candidate
MUC3A	candidate
MUC4	candidate
MUC6	candidate
MUSK	candidate
MXRA5	candidate
MYBL1	candidate
MYBL2	candidate
MYCBP2	candidate
MYH2	candidate
MYH4	candidate
MYH7	candidate
MYL12A	candidate
MYLK	candidate
MYO18B	candidate
MYO1B	candidate
MYO1G	candidate
MYO1H	candidate
MYO5B	candidate
MYO9A	candidate
MYOCD	candidate
MYOM2	candidate
MYOM3	candidate
MYOZ3	candidate
MYT1	candidate
MYT1L	candidate
N4BP1	candidate
NABP1	candidate
NADK	candidate
NALCN	candidate
NAMPT	candidate
NANOS1	candidate
NANP	candidate
NAP1L1	candidate
NAP1L2	candidate
NAT10	candidate
NAT8L	candidate
NAV1	candidate
NAV3	candidate
NBL1	candidate
NBPF1	candidate
NBPF8	candidate
NCAM2	candidate
NCAPD2	candidate
NCAPD3	candidate
NCAPG	candidate
NCAPG2	candidate
NCAPH2	candidate
NCBP1	candidate
NCF2	candidate
NCOA3	candidate
NCSTN	candidate
NDC80	candidate
NDEL1	candidate
NDST4	candidate
NDUFA5	candidate
NDUFAF8	candidate
NDUFB2	candidate
NDUFB9	candidate
NDUFS7	candidate
NDUFV2	candidate
NEB	candidate
NEBL	candidate
NEDD4	candidate
NEFH	candidate
NEK2	candidate
NELFE	candidate
NES	candidate
NETO2	candidate
NEURL4	candidate
NEUROG2	candidate
NFAT5	candidate
NFATC4	candidate
NFE2L3	candidate
NFKBIA	candidate
NFKBIZ	candidate
NGEF	candidate
NID1	candidate
NIN	candidate
NIPA2	candidate
NIPBL	candidate
NKTR	candidate
NKX3-1	candidate
NLN	candidate
NLRC5	candidate
NLRP1	candidate
NLRP3	candidate
NLRP5	candidate
NMBR	candidate
NME8	candidate
NMRK2	candidate
NMUR2	candidate
NOC2L	candidate
NOL9	candidate
NOP53	candidate
NOP58	candidate
NOS1	candidate
NOTCH3	candidate
NOTCH4	candidate
NOVA1	candidate
NOX4	candidate
NOXA1	candidate
NPAP1	candidate
NPAS3	candidate
NPNT	candidate
NPR3	candidate
NR1D2	candidate
NR1H4	candidate
NR1I2	candidate
NR3C1	candidate
NR3C2	candidate
NR4A2	candidate
NR5A1	candidate
NRG2	candidate
NRG3	candidate
NRIP1	candidate
NRK	candidate
NRP1	candidate
NRXN2	candidate
NRXN3	candidate
NSD1	candidate
NSMAF	candidate
NSMCE2	candidate
NSRP1	candidate
NSUN6	candidate
NTN4	candidate
NTRK2	candidate
NUAK1	candidate
NUBP1	candidate
NUDT10	candidate
NUDT11	candidate
NUDT14	candidate
NUMA1	candidate
NUMB	candidate
NUP133	candidate
NUP210L	candidate
NUP214	candidate
NUP50	candidate
NUP54	candidate
NXF1	candidate
OBI1	candidate
OBSCN	candidate
OCRL	candidate
ODAM	candidate
ODC1	candidate
ODF3L2	candidate
ODF4	candidate
OFD1	candidate
OLFM1	candidate
OLFM3	candidate
OMA1	candidate
ONECUT2	candidate
OOSP2	candidate
OPALIN	candidate
OPRD1	candidate
OPRK1	candidate
OR10A7	candidate
OR10G7	candidate
OR10H2	candidate
OR10R2	candidate
OR13C4	candidate
OR1J2	candidate
OR1L1	candidate
OR1M1	candidate
OR2A2	candidate
OR2A42	candidate
OR2D2	candidate
OR2F2	candidate
OR2L13	candidate
OR2M4	candidate
OR2T35	candidate
OR2W3	candidate
OR4C15	candidate
OR4C5	candidate
OR4K14	candidate
OR4K17	candidate
OR4L1	candidate
OR51F2	candidate
OR51I2	candidate
OR52E8	candidate
OR52I2	candidate
OR52N1	candidate
OR5B17	candidate
OR6A2	candidate
OR7G3	candidate
OR8K1	candidate
OR8K5	candidate
OR9G1	candidate
OR9K2	candidate
OS9	candidate
OSBP2	candidate
OSBPL8	candidate
OSMR	candidate
OSR2	candidate
OTOGL	candidate
OTOP1	candidate
OTUD7A	candidate
OVCH1	candidate
OXA1L	candidate
OXCT2	candidate
OXNAD1	candidate
P4HTM	candidate
PAAF1	candidate
PABPC1L	candidate
PABPC4	candidate
PABPC4L	candidate
PACS2	candidate
PACSIN1	candidate
PAG1	candidate
PAIP1	candidate
PAK3	candidate
PAK5	candidate
PAN3	candidate
PAPLN	candidate
PAPOLB	candidate
PARD3	candidate
PARD6B	candidate
PARP2	candidate
PARP4	candidate
PARVG	candidate
PASD1	candidate
PASK	candidate
PATJ	candidate
PAX2	candidate
PAX6	candidate
PCBP2	candidate
PCBP3	candidate
PCDH10	candidate
PCDH11X	candidate
PCDH15	candidate
PCDH17	candidate
PCDH18	candidate
PCDH9	candidate
PCDHA10	candidate
PCDHA11	candidate
PCDHA13	candidate
PCDHAC2	candidate
PCDHB1	candidate
PCDHB6	candidate
PCDHB8	candidate
PCDHGA8	candidate
PCDHGB1	candidate
PCDHGC5	candidate
PCED1B	candidate
PCF11	candidate
PCM1	candidate
PCMTD1	candidate
PCNX4	candidate
PCSK5	candidate
PCSK6	candidate
PDAP1	candidate
PDCD11	candidate
PDCD2	candidate
PDCD2L	candidate
PDCD6	candidate
PDE4DIP	candidate
PDE6G	candidate
PDE7B	candidate
PDGFC	candidate
PDHB	candidate
PDIA4	candidate
PDK2	candidate
PDLIM5	candidate
PDP2	candidate
PDS5A	candidate
PDS5B	candidate
PDSS2	candidate
PDXDC1	candidate
PDYN	candidate
PDZD2	candidate
PDZRN3	candidate
PDZRN4	candidate
PEAR1	candidate
PEG3	candidate
PELI3	candidate
PER3	candidate
PERM1	candidate
PES1	candidate
PEX16	candidate
PEX2	candidate
PFAS	candidate
PFKP	candidate
PGAP2	candidate
PGR	candidate
PHAX	candidate
PHC2	candidate
PHF21A	candidate
PHF3	candidate
PHF5A	candidate
PHGDH	candidate
PHIP	candidate
PHKA2	candidate
PHLDA1	candidate
PHLPP1	candidate
PHYHD1	candidate
PI4KA	candidate
PICALM	candidate
PIEZO2	candidate
PIGC	candidate
PIGT	candidate
PIGY	candidate
PIK3AP1	candidate
PIK3C2A	candidate
PIK3C2B	candidate
PIK3C2G	candidate
PIK3C3	candidate
PIK3CD	candidate
PIK3CG	candidate
PIK3IP1	candidate
PIK3R3	candidate
PIK3R4	candidate
PIK3R5	candidate
PIK3R6	candidate
PITPNM2	candidate
PIWIL2	candidate
PKD1L2	candidate
PKD2	candidate
PKHD1	candidate
PKHD1L1	candidate
PKP4	candidate
PLA1A	candidate
PLA2G4D	candidate
PLA2R1	candidate
PLB1	candidate
PLCB2	candidate
PLCB4	candidate
PLCD1	candidate
PLCE1	candidate
PLCG2	candidate
PLCH2	candidate
PLEC	candidate
PLEKHA8	candidate
PLEKHM3	candidate
PLEKHS1	candidate
PLK1	candidate
PLRG1	candidate
PLSCR2	candidate
PLSCR4	candidate
PLXDC1	candidate
PLXNA2	candidate
PLXNA3	candidate
PLXNB2	candidate
PLXND1	candidate
PM20D1	candidate
PMPCA	candidate
PNKD	candidate
PNLIPRP3	candidate
PNN	candidate
PNPLA2	candidate
PNPLA7	candidate
PNPLA8	candidate
PNRC1	candidate
POC5	candidate
PODNL1	candidate
POF1B	candidate
POGLUT1	candidate
POLDIP3	candidate
POLM	candidate
POLR1G	candidate
POLR2D	candidate
POLR3E	candidate
POLRMT	candidate
PON1	candidate
PORCN	candidate
POTEC	candidate
POU2F2	candidate
POU3F3	candidate
POU6F2	candidate
PPARD	candidate
PPIAL4G	candidate
PPIG	candidate
PPIL1	candidate
PPIL4	candidate
PPM1F	candidate
PPM1J	candidate
PPM1L	candidate
PPP1R15A	candidate
PPP1R3A	candidate
PPP1R9A	candidate
PPP1R9B	candidate
PPP2R3A	candidate
PPP2R5A	candidate
PPP2R5C	candidate
PPP3CA	candidate
PPP4C	candidate
PPP6R2	candidate
PRAMEF4	candidate
PRB2	candidate
PRB4	candidate
PRDM9	candidate
PRG4	candidate
PRICKLE2	candidate
PRKAB2	candidate
PRKAG1	candidate
PRKAR2B	candidate
PRKCG	candidate
PRKCI	candidate
PRKCQ	candidate
PRKCZ	candidate
PRKD1	candidate
PRKD2	candidate
PRKDC	candidate
PRKG1	candidate
PRKX	candidate
PRLR	candidate
PRMT5	candidate
PROKR2	candidate
PROM1	candidate
PROSER1	candidate
PROZ	candidate
PRPF3	candidate
PRPF38B	candidate
PRPF39	candidate
PRPF4B	candidate
PRRC2B	candidate
PRRG1	candidate
PRRT1	candidate
PRRT3	candidate
PRRX1	candidate
PRSS1	candidate
PRSS3	candidate
PRSS38	candidate
PRUNE2	candidate
PRX	candidate
PSMC3	candidate
PSMD8	candidate
PSMF1	candidate
PSMG4	candidate
PTCHD4	candidate
PTDSS1	candidate
PTGDR2	candidate
PTGFR	candidate
PTGFRN	candidate
PTGS1	candidate
PTK2	candidate
PTK2B	candidate
PTMA	candidate
PTN	candidate
PTPA	candidate
PTPDC1	candidate
PTPN1	candidate
PTPN12	candidate
PTPN14	candidate
PTPN2	candidate
PTPN22	candidate
PTPRO	candidate
PTPRU	candidate
PTX3	candidate
PVRIG	candidate
PXDN	candidate
PXDNL	candidate
PXMP4	candidate
PZP	candidate
QPRT	candidate
R3HDM4	candidate
RAB11A	candidate
RAB14	candidate
RAB40A	candidate
RAB42	candidate
RABEPK	candidate
RABGEF1	candidate
RAD23B	candidate
RADIL	candidate
RAG1	candidate
RAG2	candidate
RALY	candidate
RALYL	candidate
RANBP10	candidate
RANBP6	candidate
RANBP9	candidate
RAPGEF1	candidate
RAPGEF3	candidate
RAPGEF5	candidate
RARRES2	candidate
RASA1	candidate
RASA2	candidate
RASAL1	candidate
RASGEF1A	candidate
RASGEF1C	candidate
RASGRF2	candidate
RASGRP2	candidate
RASSF6	candidate
RASSF8	candidate
RAVER1	candidate
RB1CC1	candidate
RBBP6	candidate
RBFOX1	candidate
RBM12	candidate
RBM15	candidate
RBM15B	candidate
RBM25	candidate
RBM26	candidate
RBM27	candidate
RBM39	candidate
RBM7	candidate
RBM8A	candidate
RBMX	candidate
RBMX2	candidate
RBMXL3	candidate
RBPJ	candidate
RCAN2	candidate
RCC1	candidate
RCL1	candidate
REEP5	candidate
REG1A	candidate
RELA	candidate
RELB	candidate
RELN	candidate
REM1	candidate
RESF1	candidate
RESP18	candidate
REV3L	candidate
RFC1	candidate
RFC4	candidate
RFLNA	candidate
RFLNB	candidate
RFTN1	candidate
RFX6	candidate
RFX7	candidate
RGCC	candidate
RGL1	candidate
RGS12	candidate
RGS18	candidate
RHBG	candidate
RHEB	candidate
RHOB	candidate
RHPN2	candidate
RICTOR	candidate
RIMBP2	candidate
RIMS1	candidate
RIMS2	candidate
RINL	candidate
RIOK2	candidate
RIPK1	candidate
RIPOR1	candidate
RIPOR2	candidate
RIT2	candidate
RLIM	candidate
RMDN1	candidate
RNASE11	candidate
RNASE4	candidate
RNF103	candidate
RNF111	candidate
RNF144B	candidate
RNF168	candidate
RNF185	candidate
RNF20	candidate
RNF207	candidate
RNF213	candidate
RNF216	candidate
RNF217	candidate
RNF26	candidate
RNF4	candidate
RNF40	candidate
RNFT1	candidate
RO60	candidate
RP1L1	candidate
RPAIN	candidate
RPE	candidate
RPGR	candidate
RPGRIP1	candidate
RPGRIP1L	candidate
RPIA	candidate
RPL13A	candidate
RPL18A	candidate
RPL28	candidate
RPL29	candidate
RPL31	candidate
RPL34	candidate
RPRD1B	candidate
RPS13	candidate
RPS15	candidate
RPS2	candidate
RPS27	candidate
RPS27A	candidate
RPS3A	candidate
RPS6KA3	candidate
RPSAP58	candidate
RPTOR	candidate
RRAD	candidate
RRAS	candidate
RRAS2	candidate
RREB1	candidate
RRS1	candidate
RS1	candidate
RSBN1	candidate
RSBN1L	candidate
RSPH14	candidate
RTCA	candidate
RTF2	candidate
RTL6	candidate
RTL9	candidate
RTN4	candidate
RTTN	candidate
RUFY1	candidate
RUSC2	candidate
RXFP3	candidate
RXRA	candidate
RYBP	candidate
RYR1	candidate
S100A1	candidate
S100A7A	candidate
S100A8	candidate
S1PR1	candidate
S1PR2	candidate
SACS	candidate
SAGE1	candidate
SALL1	candidate
SALL3	candidate
SAMD9L	candidate
SAMHD1	candidate
SAMM50	candidate
SATB2	candidate
SAV1	candidate
SBSN	candidate
SCAF4	candidate
SCAPER	candidate
SCIN	candidate
SCN10A	candidate
SCN11A	candidate
SCN3A	candidate
SCN5A	candidate
SCN9A	candidate
SCUBE3	candidate
SCYL2	candidate
SDCCAG8	candidate
SDF4	candidate
SDK1	candidate
SDK2	candidate
SEC14L1	candidate
SEC16A	candidate
SEC61G	candidate
SELP	candidate
SEMA3A	candidate
SEMA3C	candidate
SEMA3E	candidate
SEMA5A	candidate
SEMA5B	candidate
SEMA6A	candidate
SEMA6B	candidate
SEMA6D	candidate
SEMG1	candidate
SEMG2	candidate
SEPTIN12	candidate
SEPTIN9	candidate
SERHL2	candidate
SERPINA1	candidate
SERPINA12	candidate
SERPINA4	candidate
SERPINB13	candidate
SERPINB7	candidate
SERPING1	candidate
SESN2	candidate
SETD7	candidate
SF1	candidate
SF3B2	candidate
SF3B3	candidate
SFXN4	candidate
SGCZ	candidate
SH3GLB1	candidate
SHANK1	candidate
SHANK2	candidate
SHE	candidate
SHF	candidate
SHH	candidate
SHISA4	candidate
SHKBP1	candidate
SHPRH	candidate
SHQ1	candidate
SHROOM3	candidate
SI	candidate
SIGLEC8	candidate
SIK3	candidate
SIN3A	candidate
SIN3B	candidate
SIRPB1	candidate
SIRPB2	candidate
SIRPD	candidate
SIRPG	candidate
SIRT4	candidate
SKP2	candidate
SLAMF1	candidate
SLC10A3	candidate
SLC12A5	candidate
SLC12A6	candidate
SLC13A1	candidate
SLC15A1	candidate
SLC15A2	candidate
SLC16A4	candidate
SLC17A5	candidate
SLC1A3	candidate
SLC1A6	candidate
SLC22A1	candidate
SLC22A11	candidate
SLC22A2	candidate
SLC22A8	candidate
SLC24A5	candidate
SLC25A17	candidate
SLC25A45	candidate
SLC26A3	candidate
SLC29A2	candidate
SLC2A13	candidate
SLC30A6	candidate
SLC35A5	candidate
SLC35F1	candidate
SLC35G1	candidate
SLC35G2	candidate
SLC38A3	candidate
SLC38A8	candidate
SLC39A12	candidate
SLC44A3	candidate
SLC44A5	candidate
SLC4A10	candidate
SLC4A2	candidate
SLC4A5	candidate
SLC5A3	candidate
SLC66A1L	candidate
SLC6A11	candidate
SLC6A15	candidate
SLC6A2	candidate
SLC6A3	candidate
SLC6A9	candidate
SLC7A13	candidate
SLC7A6	candidate
SLC7A6OS	candidate
SLC9A3R1	candidate
SLC9C1	candidate
SLC9C2	candidate
SLCO1B1	candidate
SLFN13	candidate
SLIRP	candidate
SLIT2	candidate
SLIT3	candidate
SLITRK2	candidate
SLITRK3	candidate
SLITRK5	candidate
SLITRK6	candidate
SLURP1	candidate
SMAD6	candidate
SMARCA1	candidate
SMC1B	candidate
SMC2	candidate
SMC3	candidate
SMC4	candidate
SMG1	candidate
SMG5	candidate
SMG6	candidate
SMG7	candidate
SMG8	candidate
SMTN	candidate
SMU1	candidate
SMUG1	candidate
SMURF2	candidate
SNED1	candidate
SNRK	candidate
SNRNP200	candidate
SNRNP35	candidate
SNRNP48	candidate
SNRPA	candidate
SNRPD2	candidate
SNRPD3	candidate
SNRPN	candidate
SNTB1	candidate
SNTB2	candidate
SNX16	candidate
SNX19	candidate
SNX25	candidate
SNX31	candidate
SNX7	candidate
SNX8	candidate
SOAT1	candidate
SOHLH2	candidate
SON	candidate
SORCS1	candidate
SORCS2	candidate
SOS1	candidate
SOX11	candidate
SOX17	candidate
SOX5	candidate
SP140	candidate
SP8	candidate
SPAG17	candidate
SPAM1	candidate
SPANXN1	candidate
SPANXN2	candidate
SPART	candidate
SPATA18	candidate
SPATA19	candidate
SPATA5L1	candidate
SPATA6	candidate
SPATC1L	candidate
SPECC1	candidate
SPEG	candidate
SPHK1	candidate
SPHKAP	candidate
SPI1	candidate
SPIB	candidate
SPN	candidate
SPRED1	candidate
SPRR2B	candidate
SPRY3	candidate
SPTA1	candidate
SPTAN1	candidate
SPTB	candidate
SPTBN2	candidate
SPTBN4	candidate
SPTBN5	candidate
SQOR	candidate
SRCAP	candidate
SRPX	candidate
SRRT	candidate
SRSF1	candidate
SRSF5	candidate
SRSF9	candidate
SSB	candidate
SSBP1	candidate
SSH1	candidate
SSH3	candidate
ST3GAL6	candidate
ST6GAL1	candidate
ST6GAL2	candidate
ST6GALNAC3	candidate
STAB1	candidate
STAG3	candidate
STAM2	candidate
STARD10	candidate
STARD6	candidate
STAT4	candidate
STC1	candidate
STIM1	candidate
STIM2	candidate
STK11IP	candidate
STK19	candidate
STK26	candidate
STK31	candidate
STK4	candidate
STRADA	candidate
STUB1	candidate
STX2	candidate
STXBP1	candidate
STYK1	candidate
SULF1	candidate
SULT1B1	candidate
SULT2B1	candidate
SUPT7L	candidate
SWAP70	candidate
SYF2	candidate
SYN2	candidate
SYNCRIP	candidate
SYNE1	candidate
SYNE2	candidate
SYNE3	candidate
SYNGR2	candidate
SYNRG	candidate
SYT10	candidate
SYT4	candidate
SYTL1	candidate
SYTL2	candidate
TAB3	candidate
TACC1	candidate
TAF1	candidate
TAF11	candidate
TAF1L	candidate
TAF4	candidate
TAMM41	candidate
TAP1	candidate
TAS2R43	candidate
TAS2R46	candidate
TAS2R60	candidate
TBC1D12	candidate
TBC1D13	candidate
TBC1D22A	candidate
TBC1D29P	candidate
TBC1D32	candidate
TBC1D3B	candidate
TBC1D7	candidate
TBCD	candidate
TBK1	candidate
TBKBP1	candidate
TBL2	candidate
TBP	candidate
TBR1	candidate
TBX18	candidate
TBX22	candidate
TCAF1	candidate
TCEAL6	candidate
TCERG1	candidate
TCF12	candidate
TCF21	candidate
TCF4	candidate
TCF7	candidate
TCF7L1	candidate
TCHH	candidate
TCP11	candidate
TCP11L2	candidate
TDG	candidate
TDRD1	candidate
TDRD10	candidate
TDRD5	candidate
TEDC2	candidate
TENM2	candidate
TENT4B	candidate
TENT5D	candidate
TEP1	candidate
TESC	candidate
TET3	candidate
TEX14	candidate
TEX15	candidate
TEX22	candidate
TEX44	candidate
TFAP2A	candidate
TFAP2D	candidate
TFAP4	candidate
TFDP1	candidate
TG	candidate
TGDS	candidate
TGFA	candidate
TGFBR1	candidate
TGFBR3	candidate
TGIF1	candidate
TGM1	candidate
TGS1	candidate
THAP12	candidate
THAP5	candidate
THBS1	candidate
THBS2	candidate
THOC5	candidate
THOC6	candidate
THOC7	candidate
THRAP3	candidate
THSD7A	candidate
THSD7B	candidate
TIA1	candidate
TIAL1	candidate
TIGD3	candidate
TIGIT	candidate
TIMM17A	candidate
TIPIN	candidate
TJP1	candidate
TKTL2	candidate
TLCD3B	candidate
TLE1	candidate
TLE4	candidate
TLL1	candidate
TLL2	candidate
TLR2	candidate
TLR4	candidate
TLR5	candidate
TLR6	candidate
TLR7	candidate
TLR9	candidate
TM4SF18	candidate
TM9SF1	candidate
TMBIM6	candidate
TMC3	candidate
TMEM116	candidate
TMEM121B	candidate
TMEM128	candidate
TMEM132B	candidate
TMEM132C	candidate
TMEM132D	candidate
TMEM147	candidate
TMEM160	candidate
TMEM165	candidate
TMEM179	candidate
TMEM199	candidate
TMEM201	candidate
TMEM208	candidate
TMEM210	candidate
TMEM216	candidate
TMEM220	candidate
TMEM243	candidate
TMEM253	candidate
TMEM30A	candidate
TMEM40	candidate
TMEM63A	candidate
TMEM71	candidate
TMPRSS11A	candidate
TMPRSS11D	candidate
TMPRSS13	candidate
TMPRSS2	candidate
TMPRSS4	candidate
TMSB4X	candidate
TMTC2	candidate
TMTC3	candidate
TMX3	candidate
TNF	candidate
TNFAIP6	candidate
TNFAIP8	candidate
TNFAIP8L3	candidate
TNFRSF10A	candidate
TNFRSF1B	candidate
TNFRSF8	candidate
TNFSF10	candidate
TNFSF8	candidate
TNN	candidate
TNPO1	candidate
TNPO2	candidate
TNR	candidate
TNRC18	candidate
TNRC6A	candidate
TNRC6B	candidate
TNS4	candidate
TOB1	candidate
TOR1B	candidate
TOX	candidate
TOX3	candidate
TP53BP1	candidate
TP53BP2	candidate
TP53INP1	candidate
TP73	candidate
TPO	candidate
TPR	candidate
TPRG1	candidate
TPRG1L	candidate
TPSAB1	candidate
TPTE	candidate
TPTE2	candidate
TPX2	candidate
TRAF1	candidate
TRAF2	candidate
TRAF3	candidate
TRAF3IP3	candidate
TRAF5	candidate
TRAF6	candidate
TRAIP	candidate
TRAK1	candidate
TRAPPC2L	candidate
TRERF1	candidate
TRHDE	candidate
TRIM23	candidate
TRIM28	candidate
TRIM37	candidate
TRIM48	candidate
TRIM51	candidate
TRIM58	candidate
TRIO	candidate
TRIOBP	candidate
TRIP12	candidate
TRMT10B	candidate
TRMT10C	candidate
TRMT44	candidate
TRO	candidate
TRPA1	candidate
TRPC6	candidate
TRPC7	candidate
TRPM1	candidate
TRPM2	candidate
TRPM3	candidate
TRPS1	candidate
TRPV5	candidate
TRPV6	candidate
TSC22D1	candidate
TSHZ2	candidate
TSHZ3	candidate
TSPAN18	candidate
TSPEAR	candidate
TSPYL1	candidate
TSPYL2	candidate
TSPYL4	candidate
TTBK2	candidate
TTC14	candidate
TTC21B	candidate
TTC4	candidate
TTK	candidate
TTLL5	candidate
TTLL9	candidate
TUBA1C	candidate
TUBA3C	candidate
TUBGCP6	candidate
TWIST1	candidate
TWNK	candidate
TXNDC8	candidate
TXNIP	candidate
TYRP1	candidate
TYSND1	candidate
TYW1B	candidate
U2AF2	candidate
U2SURP	candidate
UACA	candidate
UAP1	candidate
UBA2	candidate
UBA6	candidate
UBAC1	candidate
UBAC2	candidate
UBB	candidate
UBE2A	candidate
UBE2D1	candidate
UBE2J2	candidate
UBR1	candidate
UBR3	candidate
UBXN7	candidate
UCHL5	candidate
UGT2A1	candidate
UGT2A2	candidate
UGT2A3	candidate
UGT2B10	candidate
ULK2	candidate
UMPS	candidate
UNC13C	candidate
UNC5C	candidate
UNC5D	candidate
UNC80	candidate
UNCX	candidate
URB1	candidate
URB2	candidate
USH2A	candidate
USP10	candidate
USP13	candidate
USP16	candidate
USP25	candidate
USP28	candidate
USP29	candidate
USP31	candidate
USP5	candidate
USP51	candidate
USP7	candidate
USP9X	candidate
UTP20	candidate
VAMP4	candidate
VANGL1	candidate
VARS2	candidate
VCAN	candidate
VCPIP1	candidate
VCX3B	candidate
VEZF1	candidate
VILL	candidate
VIPAS39	candidate
VIRMA	candidate
VIT	candidate
VMA21	candidate
VN1R2	candidate
VN1R4	candidate
VPS13B	candidate
VPS45	candidate
VPS51	candidate
VPS53	candidate
VSTM2L	candidate
VSX2	candidate
VWA7	candidate
VWF	candidate
VXN	candidate
WAC	candidate
WAPL	candidate
WASF3	candidate
WBP11	candidate
WBP4	candidate
WDFY3	candidate
WDR12	candidate
WDR24	candidate
WDR45	candidate
WDR62	candidate
WDR64	candidate
WDR7	candidate
WDR74	candidate
WDR75	candidate
WDR86	candidate
WDR90	candidate
WDR93	candidate
WDTC1	candidate
WIPF2	candidate
WLS	candidate
WNK1	candidate
WNT2	candidate
WNT5B	candidate
WRAP73	candidate
WSCD2	candidate
WTIP	candidate
WWP1	candidate
XBP1	candidate
XCL2	candidate
XDH	candidate
XIRP2	candidate
XPNPEP2	candidate
XPO4	candidate
XRCC5	candidate
XRN1	candidate
YAE1	candidate
YBX3	candidate
YEATS4	candidate
YTHDF2	candidate
ZAN	candidate
ZBTB20	candidate
ZBTB5	candidate
ZBTB7A	candidate
ZBTB7B	candidate
ZC3H11A	candidate
ZC3H12A	candidate
ZC3H13	candidate
ZC3H18	candidate
ZC3H4	candidate
ZC3HC1	candidate
ZC4H2	candidate
ZCCHC12	candidate
ZCCHC2	candidate
ZCCHC24	candidate
ZCCHC8	candidate
ZCRB1	candidate
ZCWPW2	candidate
ZDBF2	candidate
ZDHHC4	candidate
ZFHX4	candidate
ZFP14	candidate
ZFP36L1	candidate
ZFP36L2	candidate
ZFP91	candidate
ZFPM1	candidate
ZFPM2	candidate
ZFR2	candidate
ZFX	candidate
ZG16	candidate
ZHX2	candidate
ZIC1	candidate
ZIC3	candidate
ZIC4	candidate
ZIC5	candidate
ZIM2	candidate
ZKSCAN3	candidate
ZMIZ1	candidate
ZMYM2	candidate
ZMYND10	candidate
ZNF131	candidate
ZNF133	candidate
ZNF143	candidate
ZNF165	candidate
ZNF180	candidate
ZNF181	candidate
ZNF207	candidate
ZNF208	candidate
ZNF215	candidate
ZNF217	candidate
ZNF226	candidate
ZNF227	candidate
ZNF253	candidate
ZNF28	candidate
ZNF292	candidate
ZNF296	candidate
ZNF319	candidate
ZNF324	candidate
ZNF33A	candidate
ZNF362	candidate
ZNF384	candidate
ZNF451	candidate
ZNF462	candidate
ZNF469	candidate
ZNF471	candidate
ZNF483	candidate
ZNF497	candidate
ZNF503	candidate
ZNF536	candidate
ZNF558	candidate
ZNF572	candidate
ZNF578	candidate
ZNF595	candidate
ZNF605	candidate
ZNF608	candidate
ZNF620	candidate
ZNF624	candidate
ZNF638	candidate
ZNF658	candidate
ZNF668	candidate
ZNF677	candidate
ZNF687	candidate
ZNF697	candidate
ZNF711	candidate
ZNF717	candidate
ZNF728	candidate
ZNF750	candidate
ZNF765	candidate
ZNF770	candidate
ZNF778	candidate
ZNF804A	candidate
ZNF804B	candidate
ZNF814	candidate
ZNF823	candidate
ZNF830	candidate
ZNF831	candidate
ZNF844	candidate
ZNF99	candidate
ZPBP2	candidate
ZRANB3	candidate
ZSCAN31	candidate
ZSCAN4	candidate
ZSWIM3	candidate
ZSWIM6	candidate
ZSWIM7	candidate
ZWILCH	candidate
ZWINT	candidate
ZZEF1	candidate
A1CF	validated
ABI1	validated
ABL1	validated
ABL2	validated
ACKR3	validated
ACVR1	validated
ACVR1B	validated
ACVR2A	validated
AFDN	validated
AFF3	validated
AFF4	validated
AKT1	validated
AKT2	validated
AKT3	validated
ALK	validated
AMER1	validated
ANK1	validated
APC	validated
APOBEC3B	validated
AR	validated
ARAF	validated
ARHGAP26	validated
ARHGAP5	validated
ARHGEF10	validated
ARHGEF10L	validated
ARHGEF12	validated
ARID1A	validated
ARID1B	validated
ARID2	validated
ARNT	validated
ASXL1	validated
ASXL2	validated
ATF1	validated
ATM	validated
ATP1A1	validated
ATP2B3	validated
ATR	validated
ATRX	validated
AXIN1	validated
AXIN2	validated
B2M	validated
BAP1	validated
BARD1	validated
BAX	validated
BAZ1A	validated
BCL10	validated
BCL11A	validated
BCL11B	validated
BCL2	validated
BCL2L12	validated
BCL3	validated
BCL6	validated
BCL9	validated
BCL9L	validated
BCLAF1	validated
BCOR	validated
BCORL1	validated
BIRC3	validated
BIRC6	validated
BLM	validated
BMP5	validated
BMPR1A	validated
BRAF	validated
BRCA1	validated
BRCA2	validated
BRD3	validated
BRD4	validated
BRIP1	validated
BTG1	validated
BTK	validated
BUB1B	validated
CACNA1D	validated
