OTU ID	DT2015s030	DT2015s041	DT2015s003	DT2015s063	DT2015s043	DT2015s020	DT2015s036	DT2015s035	DT2015s008	DT2015s061	DT2015s021	DT2015s076	DT2015s049	DT2015s047	DT2015s007	DT2015s084	DT2015s029	DT2015s023	DT2015s042	DT2015s064	DT2015s016	DT2015s078	DT2015s050	DT2015s017	DT2015s025	DT2015s027	DT2015s048	DT2015s046	DT2015s037	DT2015s002	DT2015s001	DT2015s052	DT2015s010	DT2015s075	DT2015s012	DT2015s026	DT2015s072	DT2015s028	DT2015s060	DT2015s019	DT2015s053	DT2015s006	DT2015s032	DT2015s045	DT2015s040	DT2015s071	DT2015s054	DT2015s059	DT2015s062	DT2015s011	DT2015s039	DT2015s013	DT2015s083	DT2015s015	DT2015s024	DT2015s022	DT2015s058	DT2015s031	DT2015s085	DT2015s051	DT2015s082	DT2015s074	DT2015s066	DT2015s081	DT2015s065	DT2015s073	DT2015s080	DT2015s005	DT2015s004	DT2015s038	DT2015s014	DT2015s079	DT2015s009	DT2015s018	DT2015s033	DT2015s044	DT2015s034	DT2015s077	taxonomy
be6f2b881278d9e2477755115d55287d	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured; D_6__uncultured organism
a9accb3587257414df16a9ef2687d541	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	2	0	31	0	0	0	0	0	29	0	27	0	0	0	0	0	0	0	0	0	0	96	0	0	2	8	0	0	14	0	0	0	0	8	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Porticoccaceae; D_5__SAR92 clade
a9ffef44129fe625401a0cbe30401857	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__SEEP-SRB1
b7fc562e7239f966073d6345349e97a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Oligoflexales; D_4__Oligoflexaceae; D_5__uncultured; D_6__uncultured deep-sea bacterium
b67dbb987793fd0626514717e34a4b5d	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Acetothermia; D_2__Acetothermiia; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
fcab5e2ad2bcbd53078f3e9316e8ae53	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	28	60	0	0	0	0	0	0	3	0	0	45	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Spirochaeta 2
f5623e201aa4dc7c2e7e4837d49487fa	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	4	73	0	32	0	0	0	1	0	0	0	11	0	0	0	0	4	7	188	1	0	0	0	0	0	0	6	0	0	0	0	30	0	39	0	0	0	0	13	0	0	37	0	20	0	10	0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Opitutales; D_4__Puniceicoccaceae; D_5__MB11C04 marine group; D_6__uncultured bacterium
432147246a921f1ac815a3465c64a0b6	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae; D_5__uncultured
d7ed94e230fbe6584be35fbd6f38e539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Chromatiales; D_4__Chromatiaceae; D_5__uncultured; D_6__uncultured gamma proteobacterium
b7062476973962d5cae78e3149290b97	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Marinilabiliaceae; D_5__uncultured; D_6__uncultured Bacteroidetes bacterium
6da49aff168911c4ebdb42ae24d09c37	0	9	0	24	9	0	15	6	0	9	0	0	14	43	0	4	0	0	2	2	0	0	16	0	0	0	9	9	24	0	0	6	0	0	0	0	0	0	8	0	4	0	0	12	6	0	4	14	61	2	2	0	3	0	0	0	0	0	15	3	6	0	0	0	7	0	0	0	0	14	0	0	2	0	0	9	2	0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__PeM15; D_4__uncultured actinobacterium; D_5__uncultured actinobacterium; D_6__uncultured actinobacterium
729da7272e5476a3ab10d5bc96213349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__OM190; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
e4b451275701abacc5a6bd04626df741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__OM190; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
38be33a70a5641cfb450453703870952	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae
f04f7249ab8e24c89cc7f0872b6606e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Acidobacteria; D_2__Aminicenantia; D_3__Aminicenantales
91e9dcb4064abe81b21205568bd136c5	0	3	0	4	0	0	4	2	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Microtrichales; D_4__Ilumatobacteraceae; D_5__uncultured
b47947e1e6fc2997f959376b036e6fb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__NB1-j
1f8a6ad18557a702b08aac768929da77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Poribacteria; D_2__uncultured Firmicutes bacterium; D_3__uncultured Firmicutes bacterium; D_4__uncultured Firmicutes bacterium; D_5__uncultured Firmicutes bacterium; D_6__uncultured Firmicutes bacterium
dd9f81405ce08057e4c41d1cf13ec23d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Haliangiaceae; D_5__Haliangium; D_6__uncultured deep-sea bacterium
1641d0aa1c74717b25ec969106e6ba5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Sandaracinaceae
c6899e6e92fb05da904c5d0c26019ca2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__GIF9; D_4__AB-539-J10; D_5__SCGC-AB-539-J10; D_6__uncultured bacterium
f7e4e97c999408ea1d752098e6acbe19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes BD2-2
54d79495b6b13cf5fc1acd9bb9f64c13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Latescibacteria; D_2__saltmarsh clone LCP-67; D_3__saltmarsh clone LCP-67; D_4__saltmarsh clone LCP-67; D_5__saltmarsh clone LCP-67; D_6__saltmarsh clone LCP-67
5682868a70f167185b7209f97a18ff57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae
7256d17253d0e8d739893931e21e142e	0	0	4	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	2	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Crocinitomicaceae; D_5__Fluviicola
fe2f1991132d1ebf9556082f95c7034c	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Crocinitomicaceae; D_5__Crocinitomix
f8e6edbf12f7bc864e4a48cbf6d63e09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	D_0__Bacteria; D_1__Kiritimatiellaeota; D_2__Kiritimatiellae; D_3__WCHB1-41; D_4__uncultured Verrucomicrobia bacterium; D_5__uncultured Verrucomicrobia bacterium; D_6__uncultured Verrucomicrobia bacterium
f54244fa4c529035b6074eaeca64aa9b	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	8	15	0	0	0	0	3	0	2	0	0	21	0	34	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__uncultured; D_6__uncultured sediment bacterium
617f0511d23e63a706bdd8a923d60422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Aquimarina; Ambiguous_taxa
a95c7c4bcabd6eb200093b56fa42173d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__SM1A02; D_6__uncultured bacterium
f0b43d609be88f8158b6f565ff450622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Chlamydiales; D_4__Simkaniaceae; D_5__uncultured
7d603dfe7f9946167e727283974a74a5	8	0	6	0	0	37	0	2	0	0	3	0	0	0	0	0	9	13	0	0	2	0	0	0	0	7	0	0	2	0	5	0	11	0	2	2	0	7	0	19	0	0	0	0	0	0	0	0	0	23	0	27	0	13	9	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	13	0	2	0	2	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__AKYH767; D_5__uncultured bacterium; D_6__uncultured bacterium
83837d27999fa24c04c2f6586917e73f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Blfdi19; D_5__uncultured bacterium; D_6__uncultured bacterium
95a77a135785d3036c70201c4a37c926	0	3	8	2	1	0	0	14	13	0	0	4	0	0	5	1	0	0	2	27	0	10	2	0	0	0	2	13	0	6	8	20	2	5	0	0	0	0	3	0	24	4	5	7	1	0	14	9	68	7	0	0	0	0	0	0	11	3	3	10	0	5	18	5	33	2	0	2	12	20	0	4	2	0	17	0	5	3	D_0__Bacteria; D_1__Marinimicrobia (SAR406 clade); D_2__uncultured bacterium MB13C05; D_3__uncultured bacterium MB13C05; D_4__uncultured bacterium MB13C05; D_5__uncultured bacterium MB13C05; D_6__uncultured bacterium MB13C05
97e83383463077694c87b4ce496b79de	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Pla1 lineage; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
59b4cc457048823a34bfeca225e383ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae
e0ef7cbe16a3ed4f34095d2056b784b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031; D_4__metagenome; D_5__metagenome; D_6__metagenome
04e3957db6e779a1a7eb5291d3fadb21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Latescibacteria
1c6b12b8ef65f1d9c5fea3990f876a64	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Nostocales; D_4__Xenococcaceae; D_5__Chroococcidiopsis PCC-6712
ddf34bd744186dcf75688d4308ed8bae	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Sphingobacteriaceae; D_5__Pedobacter
d9162e87aed2686b18816335fc05252a	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Rubripirellula; D_6__uncultured bacterium
788a6f46942654e05726e1d3edb4911c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__mle1-8; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
2cd30e9eda91687ba73dcae76f4f1880	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	3	0	2	0	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	8	0	0	2	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Brevundimonas
5a2967d299945b713a57a67a81d6a552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__MidBa8
3977b1ee5099a8cb98c131f8528baa21	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__NB1-j
ea1eb46e22e348a358e36d22312666b3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfarculales; D_4__Desulfarculaceae; D_5__Desulfatiglans
659e6537459d83befafa96ed99e95d4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__Urania-1B-19 marine sediment group; D_6__uncultured bacterium
240b76431d9d34854f4e4a0060d21322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 22
af1743018e8dc7c7fde754085e45ff40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae
39f3e5d90483ddecea2c541aaf69ced7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Thiotrichales; D_4__Thiotrichaceae; D_5__Thiothrix; D_6__Thiothrix sp. FBR0112
edbd4eb952de593c999a5362d0ce07b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Blastopirellula
08e306ca518080480ab5736fad89ee01	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae
