Gene stable ID version	Gene stable ID	HGNC symbol	HGNC ID	Gene name	Gene description
ENSG00000213213.14	ENSG00000213213	CCDC183	HGNC:28236	CCDC183	coiled-coil domain containing 183 [Source:HGNC Symbol;Acc:HGNC:28236]
ENSG00000213214.7	ENSG00000213214	ARHGEF35	HGNC:33846	ARHGEF35	Rho guanine nucleotide exchange factor 35 [Source:HGNC Symbol;Acc:HGNC:33846]
ENSG00000213222.3	ENSG00000213222	TOMM40P4	HGNC:54633	TOMM40P4	TOMM40 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54633]
ENSG00000213225.8	ENSG00000213225	NOC2LP1	HGNC:52285	NOC2LP1	NOC2 like nucleolar associated transcriptional repressor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52285]
ENSG00000213228.6	ENSG00000213228	RPL12P38	HGNC:36838	RPL12P38	ribosomal protein L12 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:36838]
ENSG00000213235.3	ENSG00000213235	EEF1A1P16	HGNC:37889	EEF1A1P16	eukaryotic translation elongation factor 1 alpha 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37889]
ENSG00000213236.3	ENSG00000213236	YWHAZP2	HGNC:31078	YWHAZP2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31078]
ENSG00000213246.7	ENSG00000213246	SUPT4H1	HGNC:11467	SUPT4H1	"SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]"
ENSG00000213250.5	ENSG00000213250	RBMS2P1	HGNC:30994	RBMS2P1	RNA binding motif single stranded interacting protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30994]
ENSG00000213260.3	ENSG00000213260	YWHAZP5	HGNC:30564	YWHAZP5	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30564]
ENSG00000213261.3	ENSG00000213261	EEF1B2P6	HGNC:51453	EEF1B2P6	eukaryotic translation elongation factor 1 beta 2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:51453]
ENSG00000213280.2	ENSG00000213280				ribosomal protein S10 (RPS10) pseudogene
ENSG00000213281.6	ENSG00000213281	NRAS	HGNC:7989	NRAS	"NRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:7989]"
ENSG00000213290.4	ENSG00000213290	PGK1P2	HGNC:8899	PGK1P2	"phosphoglycerate kinase 1, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8899]"
ENSG00000213293.4	ENSG00000213293	RPL28P5	HGNC:35766	RPL28P5	ribosomal protein L28 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35766]
ENSG00000213300.5	ENSG00000213300	HNRNPA3P6	HGNC:48495	HNRNPA3P6	heterogeneous nuclear ribonucleoprotein A3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:48495]
ENSG00000213315.5	ENSG00000213315				ribosomal protein S18 (RPS18) pseudogene
ENSG00000213326.4	ENSG00000213326	RPS7P11	HGNC:35841	RPS7P11	ribosomal protein S7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35841]
ENSG00000213337.10	ENSG00000213337	ANKRD39	HGNC:28640	ANKRD39	ankyrin repeat domain 39 [Source:HGNC Symbol;Acc:HGNC:28640]
ENSG00000213339.10	ENSG00000213339	QTRT1	HGNC:23797	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]
ENSG00000213341.12	ENSG00000213341	CHUK	HGNC:1974	CHUK	component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974]
ENSG00000213347.12	ENSG00000213347	MXD3	HGNC:14008	MXD3	MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]
ENSG00000213362.3	ENSG00000213362	FTH1P12	HGNC:3982	FTH1P12	ferritin heavy chain 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:3982]
ENSG00000213366.14	ENSG00000213366	GSTM2	HGNC:4634	GSTM2	glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]
ENSG00000213380.16	ENSG00000213380	COG8	HGNC:18623	COG8	component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623]
ENSG00000213385.3	ENSG00000213385	RPL7AP39	HGNC:35881	RPL7AP39	ribosomal protein L7a pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:35881]
ENSG00000213390.12	ENSG00000213390	ARHGAP19	HGNC:23724	ARHGAP19	Rho GTPase activating protein 19 [Source:HGNC Symbol;Acc:HGNC:23724]
ENSG00000213397.13	ENSG00000213397	HAUS7	HGNC:32979	HAUS7	HAUS augmin like complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:32979]
ENSG00000213398.8	ENSG00000213398	LCAT	HGNC:6522	LCAT	lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6522]
ENSG00000213399.3	ENSG00000213399	RPS2P17	HGNC:35764	RPS2P17	ribosomal protein S2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:35764]
ENSG00000213406.3	ENSG00000213406	ANXA2P1	HGNC:538	ANXA2P1	annexin A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:538]
ENSG00000213411.2	ENSG00000213411	RBM22P2	HGNC:39695	RBM22P2	RNA binding motif protein 22 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39695]
ENSG00000213413.4	ENSG00000213413	PVRIG	HGNC:32190	PVRIG	PVR related immunoglobulin domain containing [Source:HGNC Symbol;Acc:HGNC:32190]
ENSG00000213420.9	ENSG00000213420	GPC2	HGNC:4450	GPC2	glypican 2 [Source:HGNC Symbol;Acc:HGNC:4450]
ENSG00000213424.10	ENSG00000213424	KRT222	HGNC:28695	KRT222	keratin 222 [Source:HGNC Symbol;Acc:HGNC:28695]
ENSG00000213430.6	ENSG00000213430	HSPD1P1	HGNC:35133	HSPD1P1	heat shock protein family D (Hsp60) member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35133]
ENSG00000213433.6	ENSG00000213433	RPLP1P6	HGNC:35809	RPLP1P6	ribosomal protein lateral stalk subunit P1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35809]
ENSG00000213442.5	ENSG00000213442	RPL18AP3	HGNC:31387	RPL18AP3	ribosomal protein L18a pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31387]
ENSG00000213445.12	ENSG00000213445	SIPA1	HGNC:10885	SIPA1	signal-induced proliferation-associated 1 [Source:HGNC Symbol;Acc:HGNC:10885]
ENSG00000213453.3	ENSG00000213453	FTH1P3	HGNC:3990	FTH1P3	ferritin heavy chain 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3990]
ENSG00000213462.5	ENSG00000213462	ERV3-1	HGNC:3454	ERV3-1	"endogenous retrovirus group 3 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:3454]"
ENSG00000213463.6	ENSG00000213463	SYNJ2BP	HGNC:18955	SYNJ2BP	synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]
ENSG00000213465.9	ENSG00000213465	ARL2	HGNC:693	ARL2	ARF like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]
ENSG00000213468.8	ENSG00000213468	FIRRE	HGNC:49627	FIRRE	firre intergenic repeating RNA element [Source:HGNC Symbol;Acc:HGNC:49627]
ENSG00000213471.10	ENSG00000213471	TTLL13	HGNC:32484	TTLL13	tubulin tyrosine ligase like 13 [Source:HGNC Symbol;Acc:HGNC:32484]
ENSG00000213492.3	ENSG00000213492	NT5C3AP1	HGNC:18530	NT5C3AP1	NT5C3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18530]
ENSG00000213512.4	ENSG00000213512	GBP7	HGNC:29606	GBP7	guanylate binding protein 7 [Source:HGNC Symbol;Acc:HGNC:29606]
ENSG00000213513.3	ENSG00000213513	IMPDH1P5	HGNC:33960	IMPDH1P5	inosine monophosphate dehydrogenase 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33960]
ENSG00000213514.2	ENSG00000213514				novel zinc finger pseudogene (KIAA1629)
ENSG00000213516.10	ENSG00000213516	RBMXL1	HGNC:25073	RBMXL1	RBMX like 1 [Source:HGNC Symbol;Acc:HGNC:25073]
ENSG00000213519.2	ENSG00000213519	RPL36P7	HGNC:35830	RPL36P7	ribosomal protein L36 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:35830]
ENSG00000213523.13	ENSG00000213523	SRA1	HGNC:11281	SRA1	steroid receptor RNA activator 1 [Source:HGNC Symbol;Acc:HGNC:11281]
ENSG00000213533.14	ENSG00000213533	STIMATE	HGNC:30526	STIMATE	STIM activating enhancer [Source:HGNC Symbol;Acc:HGNC:30526]
ENSG00000213538.5	ENSG00000213538	KRT8P41	HGNC:39875	KRT8P41	keratin 8 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:39875]
ENSG00000213542.3	ENSG00000213542	RPL7AP43	HGNC:35775	RPL7AP43	ribosomal protein L7a pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:35775]
ENSG00000213551.8	ENSG00000213551	DNAJC9	HGNC:19123	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123]
ENSG00000213553.4	ENSG00000213553	RPLP0P6	HGNC:36404	RPLP0P6	ribosomal protein lateral stalk subunit P0 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36404]
ENSG00000213563.7	ENSG00000213563	C8orf82	HGNC:33826	C8orf82	chromosome 8 open reading frame 82 [Source:HGNC Symbol;Acc:HGNC:33826]
ENSG00000213585.12	ENSG00000213585	VDAC1	HGNC:12669	VDAC1	voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]
ENSG00000213593.12	ENSG00000213593	TMX2	HGNC:30739	TMX2	thioredoxin related transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30739]
ENSG00000213598.4	ENSG00000213598	RPL31P4	HGNC:23546	RPL31P4	ribosomal protein L31 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:23546]
ENSG00000213609.3	ENSG00000213609	RPL7AP50	HGNC:36117	RPL7AP50	ribosomal protein L7a pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:36117]
ENSG00000213613.2	ENSG00000213613	RPL11P3	HGNC:36342	RPL11P3	ribosomal protein L11 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36342]
ENSG00000213614.12	ENSG00000213614	HEXA	HGNC:4878	HEXA	hexosaminidase subunit alpha [Source:HGNC Symbol;Acc:HGNC:4878]
ENSG00000213619.12	ENSG00000213619	NDUFS3	HGNC:7710	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]
ENSG00000213621.3	ENSG00000213621	RPSAP54	HGNC:36373	RPSAP54	ribosomal protein SA pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:36373]
ENSG00000213625.9	ENSG00000213625	LEPROT	HGNC:29477	LEPROT	leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477]
ENSG00000213626.13	ENSG00000213626	LBH	HGNC:29532	LBH	LBH regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:29532]
ENSG00000213638.7	ENSG00000213638	ADAT3	HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3 [Source:HGNC Symbol;Acc:HGNC:25151]
ENSG00000213639.12	ENSG00000213639	PPP1CB	HGNC:9282	PPP1CB	protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
ENSG00000213640.3	ENSG00000213640	EEF1DP4	HGNC:22598	EEF1DP4	eukaryotic translation elongation factor 1 delta pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:22598]
ENSG00000213654.11	ENSG00000213654	GPSM3	HGNC:13945	GPSM3	G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]
ENSG00000213658.14	ENSG00000213658	LAT	HGNC:18874	LAT	linker for activation of T cells [Source:HGNC Symbol;Acc:HGNC:18874]
ENSG00000213672.9	ENSG00000213672	NCKIPSD	HGNC:15486	NCKIPSD	NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:HGNC:15486]
ENSG00000213676.14	ENSG00000213676	ATF6B	HGNC:2349	ATF6B	activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349]
ENSG00000213693.4	ENSG00000213693	SEC14L1P1	HGNC:44189	SEC14L1P1	SEC14 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44189]
ENSG00000213694.8	ENSG00000213694	S1PR3	HGNC:3167	S1PR3	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]
ENSG00000213695.3	ENSG00000213695	RPS7P14	HGNC:36602	RPS7P14	ribosomal protein S7 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36602]
ENSG00000213699.10	ENSG00000213699	SLC35F6	HGNC:26055	SLC35F6	solute carrier family 35 member F6 [Source:HGNC Symbol;Acc:HGNC:26055]
ENSG00000213700.3	ENSG00000213700	RPL17P50	HGNC:45098	RPL17P50	ribosomal protein L17 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:45098]
ENSG00000213707.2	ENSG00000213707	HMGB1P10	HGNC:4994	HMGB1P10	high mobility group box 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:4994]
ENSG00000213713.3	ENSG00000213713	PIGCP1	HGNC:8961	PIGCP1	phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8961]
ENSG00000213719.9	ENSG00000213719	CLIC1	HGNC:2062	CLIC1	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]
ENSG00000213722.11	ENSG00000213722	DDAH2	HGNC:2716	DDAH2	"DDAH family member 2, ADMA-independent [Source:HGNC Symbol;Acc:HGNC:2716]"
ENSG00000213741.12	ENSG00000213741	RPS29	HGNC:10419	RPS29	ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419]
ENSG00000213742.9	ENSG00000213742	ZNF337-AS1	HGNC:40759	ZNF337-AS1	ZNF337 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40759]
ENSG00000213753.12	ENSG00000213753	CENPBD2P	HGNC:28421	CENPBD2P	"CENPB DNA-binding domains containing 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:28421]"
ENSG00000213754.2	ENSG00000213754	KPNA4P1	HGNC:54976	KPNA4P1	KPNA4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54976]
ENSG00000213757.3	ENSG00000213757	RPS3AP20	HGNC:36141	RPS3AP20	RPS3A pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36141]
ENSG00000213759.10	ENSG00000213759	UGT2B11	HGNC:12545	UGT2B11	UDP glucuronosyltransferase family 2 member B11 [Source:HGNC Symbol;Acc:HGNC:12545]
ENSG00000213760.11	ENSG00000213760	ATP6V1G2	HGNC:862	ATP6V1G2	ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862]
ENSG00000213762.13	ENSG00000213762	ZNF134	HGNC:12918	ZNF134	zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]
ENSG00000213763.4	ENSG00000213763	ACTBP2	HGNC:135	ACTBP2	ACTB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:135]
ENSG00000213777.6	ENSG00000213777				vomeronasal 1 receptor (VN1R) pseudogene
ENSG00000213780.12	ENSG00000213780	GTF2H4	HGNC:4658	GTF2H4	general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658]
ENSG00000213782.8	ENSG00000213782	DDX47	HGNC:18682	DDX47	DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]
ENSG00000213790.2	ENSG00000213790	OLA1P1	HGNC:45274	OLA1P1	OLA1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45274]
ENSG00000213793.7	ENSG00000213793	ZNF888	HGNC:38695	ZNF888	zinc finger protein 888 [Source:HGNC Symbol;Acc:HGNC:38695]
ENSG00000213799.14	ENSG00000213799	ZNF845	HGNC:25112	ZNF845	zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]
ENSG00000213801.5	ENSG00000213801	ZNF321P	HGNC:13827	ZNF321P	"zinc finger protein 321, pseudogene [Source:HGNC Symbol;Acc:HGNC:13827]"
ENSG00000213809.9	ENSG00000213809	KLRK1	HGNC:18788	KLRK1	killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]
ENSG00000213830.3	ENSG00000213830	CFL1P5	HGNC:1877	CFL1P5	cofilin 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:1877]
ENSG00000213839.4	ENSG00000213839	TMX2P1	HGNC:49916	TMX2P1	thioredoxin related transmembrane protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49916]
ENSG00000213853.11	ENSG00000213853	EMP2	HGNC:3334	EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]
ENSG00000213859.8	ENSG00000213859	KCTD11	HGNC:21302	KCTD11	potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]
ENSG00000213860.4	ENSG00000213860	RPL21P75	HGNC:36460	RPL21P75	ribosomal protein L21 pseudogene 75 [Source:HGNC Symbol;Acc:HGNC:36460]
ENSG00000213862.4	ENSG00000213862	RPL7AP62	HGNC:36890	RPL7AP62	ribosomal protein L7a pseudogene 62 [Source:HGNC Symbol;Acc:HGNC:36890]
ENSG00000213866.3	ENSG00000213866	YBX1P10	HGNC:42432	YBX1P10	Y-box binding protein 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42432]
ENSG00000213881.3	ENSG00000213881	NPM1P6	HGNC:7926	NPM1P6	nucleophosmin 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:7926]
ENSG00000213885.5	ENSG00000213885	RPL13AP7	HGNC:23755	RPL13AP7	ribosomal protein L13a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23755]
ENSG00000213886.5	ENSG00000213886	UBD	HGNC:18795	UBD	ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]
ENSG00000213888.4	ENSG00000213888	LINC01521	HGNC:26029	LINC01521	long intergenic non-protein coding RNA 1521 [Source:HGNC Symbol;Acc:HGNC:26029]
ENSG00000213889.12	ENSG00000213889	PPM1N	HGNC:26845	PPM1N	"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]"
ENSG00000213901.12	ENSG00000213901	SLC23A3	HGNC:20601	SLC23A3	solute carrier family 23 member 3 [Source:HGNC Symbol;Acc:HGNC:20601]
ENSG00000213903.10	ENSG00000213903	LTB4R	HGNC:6713	LTB4R	leukotriene B4 receptor [Source:HGNC Symbol;Acc:HGNC:6713]
ENSG00000213904.12	ENSG00000213904	LIPE-AS1	HGNC:48589	LIPE-AS1	LIPE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48589]
ENSG00000213906.10	ENSG00000213906	LTB4R2	HGNC:19260	LTB4R2	leukotriene B4 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19260]
ENSG00000213918.11	ENSG00000213918	DNASE1	HGNC:2956	DNASE1	deoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:2956]
ENSG00000213920.10	ENSG00000213920	MDP1	HGNC:28781	MDP1	magnesium dependent phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28781]
ENSG00000213923.14	ENSG00000213923	CSNK1E	HGNC:2453	CSNK1E	casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]
ENSG00000213928.11	ENSG00000213928	IRF9	HGNC:6131	IRF9	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]
ENSG00000213930.13	ENSG00000213930	GALT	HGNC:4135	GALT	galactose-1-phosphate uridylyltransferase [Source:HGNC Symbol;Acc:HGNC:4135]
ENSG00000213937.4	ENSG00000213937	CLDN9	HGNC:2051	CLDN9	claudin 9 [Source:HGNC Symbol;Acc:HGNC:2051]
ENSG00000213938.3	ENSG00000213938	SEPHS1P6	HGNC:42168	SEPHS1P6	selenophosphate synthetase 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42168]
ENSG00000213939.4	ENSG00000213939				ribosomal protein S12 (RPS12) pseudogene
ENSG00000213949.10	ENSG00000213949	ITGA1	HGNC:6134	ITGA1	integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]
ENSG00000213950.2	ENSG00000213950	RPS10P2	HGNC:16594	RPS10P2	ribosomal protein S10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16594]
ENSG00000213963.7	ENSG00000213963				novel transcript
ENSG00000213965.4	ENSG00000213965	NUDT19	HGNC:32036	NUDT19	nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036]
ENSG00000213967.12	ENSG00000213967	ZNF726	HGNC:32462	ZNF726	zinc finger protein 726 [Source:HGNC Symbol;Acc:HGNC:32462]
ENSG00000213973.10	ENSG00000213973	ZNF99	HGNC:13175	ZNF99	zinc finger protein 99 [Source:HGNC Symbol;Acc:HGNC:13175]
ENSG00000213976.4	ENSG00000213976				zinc finger protein pseudogene
ENSG00000213977.9	ENSG00000213977	TAX1BP3	HGNC:30684	TAX1BP3	Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684]
ENSG00000213983.13	ENSG00000213983	AP1G2	HGNC:556	AP1G2	adaptor related protein complex 1 subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:556]
ENSG00000213988.11	ENSG00000213988	ZNF90	HGNC:13165	ZNF90	zinc finger protein 90 [Source:HGNC Symbol;Acc:HGNC:13165]
ENSG00000213995.13	ENSG00000213995	NAXD	HGNC:25576	NAXD	NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]
ENSG00000213996.14	ENSG00000213996	TM6SF2	HGNC:11861	TM6SF2	transmembrane 6 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11861]
ENSG00000213999.18	ENSG00000213999	MEF2B	HGNC:6995	MEF2B	myocyte enhancer factor 2B [Source:HGNC Symbol;Acc:HGNC:6995]
ENSG00000214013.10	ENSG00000214013	GANC	HGNC:4139	GANC	"glucosidase alpha, neutral C [Source:HGNC Symbol;Acc:HGNC:4139]"
ENSG00000214016.3	ENSG00000214016	RPSAP61	HGNC:36760	RPSAP61	ribosomal protein SA pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:36760]
ENSG00000214018.3	ENSG00000214018	RRM2P3	HGNC:10455	RRM2P3	ribonucleotide reductase M2 polypeptide pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10455]
ENSG00000214021.19	ENSG00000214021	TTLL3	HGNC:24483	TTLL3	tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]
ENSG00000214022.13	ENSG00000214022	REPIN1	HGNC:17922	REPIN1	replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]
ENSG00000214026.12	ENSG00000214026	MRPL23	HGNC:10322	MRPL23	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]
ENSG00000214029.7	ENSG00000214029	ZNF891	HGNC:38709	ZNF891	zinc finger protein 891 [Source:HGNC Symbol;Acc:HGNC:38709]
ENSG00000214046.10	ENSG00000214046	SMIM7	HGNC:28419	SMIM7	small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]
ENSG00000214049.9	ENSG00000214049	UCA1	HGNC:37126	UCA1	urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]
ENSG00000214050.9	ENSG00000214050	FBXO16	HGNC:13618	FBXO16	F-box protein 16 [Source:HGNC Symbol;Acc:HGNC:13618]
ENSG00000214063.13	ENSG00000214063	TSPAN4	HGNC:11859	TSPAN4	tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]
ENSG00000214076.3	ENSG00000214076	CPSF1P1	HGNC:19251	CPSF1P1	CPSF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19251]
ENSG00000214077.4	ENSG00000214077	GNAQP1	HGNC:4391	GNAQP1	G protein subunit alpha q pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4391]
ENSG00000214078.14	ENSG00000214078	CPNE1	HGNC:2314	CPNE1	copine 1 [Source:HGNC Symbol;Acc:HGNC:2314]
ENSG00000214087.10	ENSG00000214087	ARL16	HGNC:27902	ARL16	ARF like GTPase 16 [Source:HGNC Symbol;Acc:HGNC:27902]
ENSG00000214100.12	ENSG00000214100	PLAC9P1	HGNC:52678	PLAC9P1	placenta associated 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52678]
ENSG00000214102.8	ENSG00000214102	WEE2	HGNC:19684	WEE2	WEE2 oocyte meiosis inhibiting kinase [Source:HGNC Symbol;Acc:HGNC:19684]
ENSG00000214106.10	ENSG00000214106	PAXIP1-AS2	HGNC:48958	PAXIP1-AS2	PAXIP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:48958]
ENSG00000214110.3	ENSG00000214110	LDHAP4	HGNC:6539	LDHAP4	lactate dehydrogenase A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:6539]
ENSG00000214113.12	ENSG00000214113	LYRM4	HGNC:21365	LYRM4	LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]
ENSG00000214114.10	ENSG00000214114	MYCBP	HGNC:7554	MYCBP	MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]
ENSG00000214121.4	ENSG00000214121	PRDX1P1	HGNC:11711	PRDX1P1	peroxiredoxin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11711]
ENSG00000214128.12	ENSG00000214128	TMEM213	HGNC:27220	TMEM213	transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]
ENSG00000214135.11	ENSG00000214135	SDHAP4	HGNC:55782	SDHAP4	SDHA pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:55782]
ENSG00000214140.11	ENSG00000214140	PRCD	HGNC:32528	PRCD	photoreceptor disc component [Source:HGNC Symbol;Acc:HGNC:32528]
ENSG00000214145.9	ENSG00000214145	LINC00887	HGNC:48574	LINC00887	long intergenic non-protein coding RNA 887 [Source:HGNC Symbol;Acc:HGNC:48574]
ENSG00000214160.11	ENSG00000214160	ALG3	HGNC:23056	ALG3	"ALG3 alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]"
ENSG00000214174.11	ENSG00000214174	AMZ2P1	HGNC:26491	AMZ2P1	AMZ2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26491]
ENSG00000214176.12	ENSG00000214176	PLEKHM1P1	HGNC:35411	PLEKHM1P1	pleckstrin homology and RUN domain containing M1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35411]
ENSG00000214182.6	ENSG00000214182	PTMAP5	HGNC:9628	PTMAP5	prothymosin alpha pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:9628]
ENSG00000214184.4	ENSG00000214184	GCC2-AS1	HGNC:28126	GCC2-AS1	GCC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28126]
ENSG00000214185.3	ENSG00000214185	XPOTP1	HGNC:16586	XPOTP1	exportin for tRNA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16586]
