Gene stable ID version	Gene stable ID	HGNC symbol	HGNC ID	Gene name	Gene description
ENSG00000000003.17	ENSG00000000003	TSPAN6	HGNC:11858	TSPAN6	tetraspanin 6 
ENSG00000000005.6	ENSG00000000005	TNMD	HGNC:17757	TNMD	tenomodulin 
ENSG00000000419.15	ENSG00000000419	DPM1	HGNC:3005	DPM1	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic "
ENSG00000000457.15	ENSG00000000457	SCYL3	HGNC:19285	SCYL3	SCY1 like pseudokinase 3 
ENSG00000000460.18	ENSG00000000460	FIRRM	HGNC:25565	FIRRM	FIGNL1 interacting regulator of recombination and mitosis 
ENSG00000000938.14	ENSG00000000938	FGR	HGNC:3697	FGR	"FGR proto-oncogene, Src family tyrosine kinase "
ENSG00000000971.18	ENSG00000000971	CFH	HGNC:4883	CFH	complement factor H 
ENSG00000001036.15	ENSG00000001036	FUCA2	HGNC:4008	FUCA2	alpha-L-fucosidase 2 
ENSG00000001084.14	ENSG00000001084	GCLC	HGNC:4311	GCLC	glutamate-cysteine ligase catalytic subunit 
ENSG00000001167.16	ENSG00000001167	NFYA	HGNC:7804	NFYA	nuclear transcription factor Y subunit alpha 
ENSG00000001460.19	ENSG00000001460	STPG1	HGNC:28070	STPG1	sperm tail PG-rich repeat containing 1 
ENSG00000001461.20	ENSG00000001461	NIPAL3	HGNC:25233	NIPAL3	NIPA like domain containing 3 
ENSG00000001497.19	ENSG00000001497	LAS1L	HGNC:25726	LAS1L	LAS1 like ribosome biogenesis factor 
ENSG00000001561.8	ENSG00000001561	ENPP4	HGNC:3359	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 
ENSG00000001617.13	ENSG00000001617	SEMA3F	HGNC:10728	SEMA3F	semaphorin 3F 
ENSG00000001626.19	ENSG00000001626	CFTR	HGNC:1884	CFTR	CF transmembrane conductance regulator 
ENSG00000001629.11	ENSG00000001629	ANKIB1	HGNC:22215	ANKIB1	ankyrin repeat and IBR domain containing 1 
ENSG00000001630.19	ENSG00000001630	CYP51A1	HGNC:2649	CYP51A1	cytochrome P450 family 51 subfamily A member 1 
ENSG00000001631.18	ENSG00000001631	KRIT1	HGNC:1573	KRIT1	KRIT1 ankyrin repeat containing 
ENSG00000002016.19	ENSG00000002016	RAD52	HGNC:9824	RAD52	"RAD52 homolog, DNA repair protein "
ENSG00000002330.15	ENSG00000002330	BAD	HGNC:936	BAD	BCL2 associated agonist of cell death 
ENSG00000002549.14	ENSG00000002549	LAP3	HGNC:18449	LAP3	leucine aminopeptidase 3 
ENSG00000002586.21	ENSG00000002586	CD99	HGNC:7082	CD99	CD99 molecule (Xg blood group) 
ENSG00000002587.11	ENSG00000002587	HS3ST1	HGNC:5194	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1 
ENSG00000002726.22	ENSG00000002726	AOC1	HGNC:80	AOC1	amine oxidase copper containing 1 
ENSG00000002746.16	ENSG00000002746	HECW1	HGNC:22195	HECW1	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 "
ENSG00000002822.17	ENSG00000002822	MAD1L1	HGNC:6762	MAD1L1	mitotic arrest deficient 1 like 1 
ENSG00000002834.20	ENSG00000002834	LASP1	HGNC:6513	LASP1	LIM and SH3 protein 1 
ENSG00000002919.16	ENSG00000002919	SNX11	HGNC:14975	SNX11	sorting nexin 11 
ENSG00000002933.10	ENSG00000002933	TMEM176A	HGNC:24930	TMEM176A	transmembrane protein 176A 
ENSG00000003056.9	ENSG00000003056	M6PR	HGNC:6752	M6PR	"mannose-6-phosphate receptor, cation dependent "
ENSG00000003096.16	ENSG00000003096	KLHL13	HGNC:22931	KLHL13	kelch like family member 13 
ENSG00000003137.9	ENSG00000003137	CYP26B1	HGNC:20581	CYP26B1	cytochrome P450 family 26 subfamily B member 1 
ENSG00000003147.20	ENSG00000003147	ICA1	HGNC:5343	ICA1	islet cell autoantigen 1 
ENSG00000003249.16	ENSG00000003249	DBNDD1	HGNC:28455	DBNDD1	dysbindin domain containing 1 
ENSG00000003393.17	ENSG00000003393	ALS2	HGNC:443	ALS2	alsin Rho guanine nucleotide exchange factor ALS2 
ENSG00000003400.17	ENSG00000003400	CASP10	HGNC:1500	CASP10	caspase 10 
ENSG00000003402.22	ENSG00000003402	CFLAR	HGNC:1876	CFLAR	CASP8 and FADD like apoptosis regulator 
ENSG00000003436.17	ENSG00000003436	TFPI	HGNC:11760	TFPI	tissue factor pathway inhibitor 
ENSG00000003509.17	ENSG00000003509	NDUFAF7	HGNC:28816	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 
ENSG00000003756.18	ENSG00000003756	RBM5	HGNC:9902	RBM5	RNA binding motif protein 5 
ENSG00000003987.15	ENSG00000003987	MTMR7	HGNC:7454	MTMR7	myotubularin related protein 7 
ENSG00000003989.19	ENSG00000003989	SLC7A2	HGNC:11060	SLC7A2	solute carrier family 7 member 2 
ENSG00000004059.12	ENSG00000004059	ARF5	HGNC:658	ARF5	ARF GTPase 5 
ENSG00000004139.15	ENSG00000004139	SARM1	HGNC:17074	SARM1	sterile alpha and TIR motif containing 1 
ENSG00000004142.13	ENSG00000004142	POLDIP2	HGNC:23781	POLDIP2	DNA polymerase delta interacting protein 2 
ENSG00000004399.14	ENSG00000004399	PLXND1	HGNC:9107	PLXND1	plexin D1 
ENSG00000004455.19	ENSG00000004455	AK2	HGNC:362	AK2	adenylate kinase 2 
ENSG00000004468.14	ENSG00000004468	CD38	HGNC:1667	CD38	CD38 molecule 
ENSG00000004478.9	ENSG00000004478	FKBP4	HGNC:3720	FKBP4	FKBP prolyl isomerase 4 
ENSG00000004487.19	ENSG00000004487	KDM1A	HGNC:29079	KDM1A	lysine demethylase 1A 
ENSG00000004534.16	ENSG00000004534	RBM6	HGNC:9903	RBM6	RNA binding motif protein 6 
ENSG00000004660.16	ENSG00000004660	CAMKK1	HGNC:1469	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 
ENSG00000004700.17	ENSG00000004700	RECQL	HGNC:9948	RECQL	RecQ like helicase 
ENSG00000004766.18	ENSG00000004766	VPS50	HGNC:25956	VPS50	VPS50 subunit of EARP/GARPII complex 
ENSG00000004776.14	ENSG00000004776	HSPB6	HGNC:26511	HSPB6	heat shock protein family B (small) member 6 
ENSG00000004777.19	ENSG00000004777	ARHGAP33	HGNC:23085	ARHGAP33	Rho GTPase activating protein 33 
ENSG00000004779.11	ENSG00000004779	NDUFAB1	HGNC:7694	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1 
ENSG00000004799.9	ENSG00000004799	PDK4	HGNC:8812	PDK4	pyruvate dehydrogenase kinase 4 
ENSG00000004838.15	ENSG00000004838	ZMYND10	HGNC:19412	ZMYND10	zinc finger MYND-type containing 10 
ENSG00000004846.17	ENSG00000004846	ABCB5	HGNC:46	ABCB5	ATP binding cassette subfamily B member 5 
ENSG00000004848.8	ENSG00000004848	ARX	HGNC:18060	ARX	aristaless related homeobox 
ENSG00000004864.15	ENSG00000004864	SLC25A13	HGNC:10983	SLC25A13	solute carrier family 25 member 13 
ENSG00000004866.23	ENSG00000004866	ST7	HGNC:11351	ST7	suppression of tumorigenicity 7 
ENSG00000004897.13	ENSG00000004897	CDC27	HGNC:1728	CDC27	cell division cycle 27 
ENSG00000004948.17	ENSG00000004948	CALCR	HGNC:1440	CALCR	calcitonin receptor 
ENSG00000004961.16	ENSG00000004961	HCCS	HGNC:4837	HCCS	holocytochrome c synthase 
ENSG00000004975.13	ENSG00000004975	DVL2	HGNC:3086	DVL2	dishevelled segment polarity protein 2 
ENSG00000005001.11	ENSG00000005001	PRSS22	HGNC:14368	PRSS22	serine protease 22 
ENSG00000005007.15	ENSG00000005007	UPF1	HGNC:9962	UPF1	UPF1 RNA helicase and ATPase 
ENSG00000005020.14	ENSG00000005020	SKAP2	HGNC:15687	SKAP2	src kinase associated phosphoprotein 2 
ENSG00000005022.7	ENSG00000005022	SLC25A5	HGNC:10991	SLC25A5	solute carrier family 25 member 5 
ENSG00000005059.17	ENSG00000005059	MCUB	HGNC:26076	MCUB	mitochondrial calcium uniporter dominant negative subunit beta 
ENSG00000005073.6	ENSG00000005073	HOXA11	HGNC:5101	HOXA11	homeobox A11 
ENSG00000005075.17	ENSG00000005075	POLR2J	HGNC:9197	POLR2J	RNA polymerase II subunit J 
ENSG00000005100.13	ENSG00000005100	DHX33	HGNC:16718	DHX33	DEAH-box helicase 33 
ENSG00000005102.15	ENSG00000005102	MEOX1	HGNC:7013	MEOX1	mesenchyme homeobox 1 
ENSG00000005108.17	ENSG00000005108	THSD7A	HGNC:22207	THSD7A	thrombospondin type 1 domain containing 7A 
ENSG00000005156.13	ENSG00000005156	LIG3	HGNC:6600	LIG3	DNA ligase 3 
ENSG00000005175.11	ENSG00000005175	RPAP3	HGNC:26151	RPAP3	RNA polymerase II associated protein 3 
ENSG00000005187.13	ENSG00000005187	ACSM3	HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3 
ENSG00000005189.21	ENSG00000005189	REXO5	HGNC:24661	REXO5	RNA exonuclease 5 
ENSG00000005194.16	ENSG00000005194	CIAPIN1	HGNC:28050	CIAPIN1	cytokine induced apoptosis inhibitor 1 
ENSG00000005206.18	ENSG00000005206	SPPL2B	HGNC:30627	SPPL2B	signal peptide peptidase like 2B 
ENSG00000005238.21	ENSG00000005238	ATOSB	HGNC:25666	ATOSB	atos homolog B 
ENSG00000005243.11	ENSG00000005243	COPZ2	HGNC:19356	COPZ2	COPI coat complex subunit zeta 2 
ENSG00000005249.15	ENSG00000005249	PRKAR2B	HGNC:9392	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta 
ENSG00000005302.19	ENSG00000005302	MSL3	HGNC:7370	MSL3	MSL complex subunit 3 
ENSG00000005339.15	ENSG00000005339	CREBBP	HGNC:2348	CREBBP	CREB binding protein 
ENSG00000005379.17	ENSG00000005379	TSPOAP1	HGNC:16831	TSPOAP1	TSPO associated protein 1 
ENSG00000005381.9	ENSG00000005381	MPO	HGNC:7218	MPO	myeloperoxidase 
ENSG00000005421.10	ENSG00000005421	PON1	HGNC:9204	PON1	paraoxonase 1 
ENSG00000005436.15	ENSG00000005436	GCFC2	HGNC:1317	GCFC2	GC-rich sequence DNA-binding factor 2 
ENSG00000005448.18	ENSG00000005448	WDR54	HGNC:25770	WDR54	WD repeat domain 54 
ENSG00000005469.13	ENSG00000005469	CROT	HGNC:2366	CROT	carnitine O-octanoyltransferase 
ENSG00000005471.20	ENSG00000005471	ABCB4	HGNC:45	ABCB4	ATP binding cassette subfamily B member 4 
ENSG00000005483.23	ENSG00000005483	KMT2E	HGNC:18541	KMT2E	lysine methyltransferase 2E (inactive) 
ENSG00000005486.18	ENSG00000005486	RHBDD2	HGNC:23082	RHBDD2	rhomboid domain containing 2 
ENSG00000005513.11	ENSG00000005513	SOX8	HGNC:11203	SOX8	SRY-box transcription factor 8 
ENSG00000005700.16	ENSG00000005700	IBTK	HGNC:17853	IBTK	inhibitor of Bruton tyrosine kinase 
ENSG00000005801.19	ENSG00000005801	ZNF195	HGNC:12986	ZNF195	zinc finger protein 195 
ENSG00000005810.21	ENSG00000005810	MYCBP2	HGNC:23386	MYCBP2	MYC binding protein 2 
ENSG00000005812.12	ENSG00000005812	FBXL3	HGNC:13599	FBXL3	F-box and leucine rich repeat protein 3 
ENSG00000005844.20	ENSG00000005844	ITGAL	HGNC:6148	ITGAL	integrin subunit alpha L 
ENSG00000005882.13	ENSG00000005882	PDK2	HGNC:8810	PDK2	pyruvate dehydrogenase kinase 2 
ENSG00000005884.19	ENSG00000005884	ITGA3	HGNC:6139	ITGA3	integrin subunit alpha 3 
ENSG00000005889.17	ENSG00000005889	ZFX	HGNC:12869	ZFX	zinc finger protein X-linked 
ENSG00000005893.18	ENSG00000005893	LAMP2	HGNC:6501	LAMP2	lysosomal associated membrane protein 2 
ENSG00000005961.20	ENSG00000005961	ITGA2B	HGNC:6138	ITGA2B	integrin subunit alpha 2b 
ENSG00000005981.14	ENSG00000005981	ASB4	HGNC:16009	ASB4	ankyrin repeat and SOCS box containing 4 
ENSG00000006007.13	ENSG00000006007	GDE1	HGNC:29644	GDE1	glycerophosphodiester phosphodiesterase 1 
ENSG00000006015.19	ENSG00000006015	REX1BD	HGNC:26098	REX1BD	required for excision 1-B domain containing 
ENSG00000006016.13	ENSG00000006016	CRLF1	HGNC:2364	CRLF1	cytokine receptor like factor 1 
ENSG00000006025.14	ENSG00000006025	OSBPL7	HGNC:16387	OSBPL7	oxysterol binding protein like 7 
ENSG00000006042.13	ENSG00000006042	TMEM98	HGNC:24529	TMEM98	transmembrane protein 98 
ENSG00000006047.14	ENSG00000006047	YBX2	HGNC:17948	YBX2	Y-box binding protein 2 
ENSG00000006062.19	ENSG00000006062	MAP3K14	HGNC:6853	MAP3K14	mitogen-activated protein kinase kinase kinase 14 
ENSG00000006071.16	ENSG00000006071	ABCC8	HGNC:59	ABCC8	ATP binding cassette subfamily C member 8 
ENSG00000006118.15	ENSG00000006118	TMEM132A	HGNC:31092	TMEM132A	transmembrane protein 132A 
ENSG00000006125.19	ENSG00000006125	AP2B1	HGNC:563	AP2B1	adaptor related protein complex 2 subunit beta 1 
ENSG00000006128.13	ENSG00000006128	TAC1	HGNC:11517	TAC1	tachykinin precursor 1 
ENSG00000006194.12	ENSG00000006194	ZNF263	HGNC:13056	ZNF263	zinc finger protein 263 
ENSG00000006210.7	ENSG00000006210	CX3CL1	HGNC:10647	CX3CL1	C-X3-C motif chemokine ligand 1 
ENSG00000006282.23	ENSG00000006282	SPATA20	HGNC:26125	SPATA20	spermatogenesis associated 20 
ENSG00000006283.18	ENSG00000006283	CACNA1G	HGNC:1394	CACNA1G	calcium voltage-gated channel subunit alpha1 G 
ENSG00000006327.15	ENSG00000006327	TNFRSF12A	HGNC:18152	TNFRSF12A	TNF receptor superfamily member 12A 
ENSG00000006432.17	ENSG00000006432	MAP3K9	HGNC:6861	MAP3K9	mitogen-activated protein kinase kinase kinase 9 
ENSG00000006451.9	ENSG00000006451	RALA	HGNC:9839	RALA	RAS like proto-oncogene A 
ENSG00000006453.15	ENSG00000006453	BAIAP2L1	HGNC:21649	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1 
ENSG00000006459.12	ENSG00000006459	KDM7A	HGNC:22224	KDM7A	lysine demethylase 7A 
ENSG00000006468.16	ENSG00000006468	ETV1	HGNC:3490	ETV1	ETS variant transcription factor 1 
ENSG00000006530.19	ENSG00000006530	AGK	HGNC:21869	AGK	acylglycerol kinase 
ENSG00000006534.18	ENSG00000006534	ALDH3B1	HGNC:410	ALDH3B1	aldehyde dehydrogenase 3 family member B1 
ENSG00000006555.12	ENSG00000006555	TTC22	HGNC:26067	TTC22	tetratricopeptide repeat domain 22 
ENSG00000006576.18	ENSG00000006576	PHTF2	HGNC:13411	PHTF2	putative homeodomain transcription factor 2 
ENSG00000006606.9	ENSG00000006606	CCL26	HGNC:10625	CCL26	C-C motif chemokine ligand 26 
ENSG00000006607.15	ENSG00000006607	FARP2	HGNC:16460	FARP2	"FERM, ARH/RhoGEF and pleckstrin domain protein 2 "
ENSG00000006611.18	ENSG00000006611	USH1C	HGNC:12597	USH1C	USH1 protein network component harmonin 
ENSG00000006625.19	ENSG00000006625	GGCT	HGNC:21705	GGCT	gamma-glutamylcyclotransferase 
ENSG00000006634.9	ENSG00000006634	DBF4	HGNC:17364	DBF4	DBF4-CDC7 kinase regulatory subunit 
ENSG00000006638.14	ENSG00000006638	TBXA2R	HGNC:11608	TBXA2R	thromboxane A2 receptor 
ENSG00000006652.15	ENSG00000006652	IFRD1	HGNC:5456	IFRD1	interferon related developmental regulator 1 
ENSG00000006695.13	ENSG00000006695	COX10	HGNC:2260	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 
ENSG00000006704.12	ENSG00000006704	GTF2IRD1	HGNC:4661	GTF2IRD1	GTF2I repeat domain containing 1 
ENSG00000006712.16	ENSG00000006712	PAF1	HGNC:25459	PAF1	"PAF1 homolog, Paf1/RNA polymerase II complex component "
ENSG00000006715.17	ENSG00000006715	VPS41	HGNC:12713	VPS41	VPS41 subunit of HOPS complex 
ENSG00000006740.19	ENSG00000006740	ARHGAP44	HGNC:29096	ARHGAP44	Rho GTPase activating protein 44 
ENSG00000006744.20	ENSG00000006744	ELAC2	HGNC:14198	ELAC2	elaC ribonuclease Z 2 
ENSG00000006747.16	ENSG00000006747	SCIN	HGNC:21695	SCIN	scinderin 
ENSG00000006756.17	ENSG00000006756	ARSD	HGNC:717	ARSD	arylsulfatase D 
ENSG00000006757.13	ENSG00000006757	PNPLA4	HGNC:24887	PNPLA4	"patatin like domain 4, phospholipase and triacylglycerol lipase  "
ENSG00000006788.14	ENSG00000006788	MYH13	HGNC:7571	MYH13	myosin heavy chain 13 
ENSG00000006831.11	ENSG00000006831	ADIPOR2	HGNC:24041	ADIPOR2	adiponectin receptor 2 
ENSG00000006837.12	ENSG00000006837	CDKL3	HGNC:15483	CDKL3	cyclin dependent kinase like 3 
ENSG00000007001.15	ENSG00000007001	UPP2	HGNC:23061	UPP2	uridine phosphorylase 2 
ENSG00000007038.12	ENSG00000007038	PRSS21	HGNC:9485	PRSS21	serine protease 21 
ENSG00000007047.17	ENSG00000007047	MARK4	HGNC:13538	MARK4	microtubule affinity regulating kinase 4 
ENSG00000007062.13	ENSG00000007062	PROM1	HGNC:9454	PROM1	prominin 1 
ENSG00000007080.12	ENSG00000007080	CCDC124	HGNC:25171	CCDC124	coiled-coil domain containing 124 
ENSG00000007129.19	ENSG00000007129	CEACAM21	HGNC:28834	CEACAM21	CEA cell adhesion molecule 21 
ENSG00000007168.16	ENSG00000007168	PAFAH1B1	HGNC:8574	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 
ENSG00000007171.20	ENSG00000007171	NOS2	HGNC:7873	NOS2	nitric oxide synthase 2 
ENSG00000007174.18	ENSG00000007174	DNAH9	HGNC:2953	DNAH9	dynein axonemal heavy chain 9 
ENSG00000007202.17	ENSG00000007202	BLTP2	HGNC:28960	BLTP2	bridge-like lipid transfer protein family member 2 
ENSG00000007216.17	ENSG00000007216	SLC13A2	HGNC:10917	SLC13A2	solute carrier family 13 member 2 
ENSG00000007237.20	ENSG00000007237	GAS7	HGNC:4169	GAS7	growth arrest specific 7 
ENSG00000007255.11	ENSG00000007255	TRAPPC6A	HGNC:23069	TRAPPC6A	trafficking protein particle complex subunit 6A 
ENSG00000007264.16	ENSG00000007264	MATK	HGNC:6906	MATK	megakaryocyte-associated tyrosine kinase 
ENSG00000007306.16	ENSG00000007306	CEACAM7	HGNC:1819	CEACAM7	CEA cell adhesion molecule 7 
ENSG00000007312.15	ENSG00000007312	CD79B	HGNC:1699	CD79B	CD79b molecule 
ENSG00000007314.12	ENSG00000007314	SCN4A	HGNC:10591	SCN4A	sodium voltage-gated channel alpha subunit 4 
ENSG00000007341.20	ENSG00000007341	ST7L	HGNC:18441	ST7L	suppression of tumorigenicity 7 like 
ENSG00000007372.25	ENSG00000007372	PAX6	HGNC:8620	PAX6	paired box 6 
ENSG00000007376.9	ENSG00000007376	RPUSD1	HGNC:14173	RPUSD1	RNA pseudouridine synthase domain containing 1 
ENSG00000007384.16	ENSG00000007384	RHBDF1	HGNC:20561	RHBDF1	rhomboid 5 homolog 1 
ENSG00000007392.18	ENSG00000007392	LUC7L	HGNC:6723	LUC7L	LUC7 like 
ENSG00000007402.13	ENSG00000007402	CACNA2D2	HGNC:1400	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 
ENSG00000007516.16	ENSG00000007516	BAIAP3	HGNC:948	BAIAP3	BAI1 associated protein 3 
ENSG00000007520.5	ENSG00000007520	TSR3	HGNC:14175	TSR3	TSR3 ribosome maturation factor 
ENSG00000007541.18	ENSG00000007541	PIGQ	HGNC:14135	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q 
ENSG00000007545.17	ENSG00000007545	CRAMP1	HGNC:14122	CRAMP1	cramped chromatin regulator homolog 1 
ENSG00000007866.22	ENSG00000007866	TEAD3	HGNC:11716	TEAD3	TEA domain transcription factor 3 
ENSG00000007908.16	ENSG00000007908	SELE	HGNC:10718	SELE	selectin E 
ENSG00000007923.18	ENSG00000007923	DNAJC11	HGNC:25570	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 
ENSG00000007933.14	ENSG00000007933	FMO3	HGNC:3771	FMO3	flavin containing dimethylaniline monoxygenase 3 
ENSG00000007944.16	ENSG00000007944	MYLIP	HGNC:21155	MYLIP	myosin regulatory light chain interacting protein 
ENSG00000007952.19	ENSG00000007952	NOX1	HGNC:7889	NOX1	NADPH oxidase 1 
ENSG00000007968.8	ENSG00000007968	E2F2	HGNC:3114	E2F2	E2F transcription factor 2 
ENSG00000008018.10	ENSG00000008018	PSMB1	HGNC:9537	PSMB1	proteasome 20S subunit beta 1 
ENSG00000008056.15	ENSG00000008056	SYN1	HGNC:11494	SYN1	synapsin I 
ENSG00000008083.15	ENSG00000008083	JARID2	HGNC:6196	JARID2	jumonji and AT-rich interaction domain containing 2 
ENSG00000008086.13	ENSG00000008086	CDKL5	HGNC:11411	CDKL5	cyclin dependent kinase like 5 
ENSG00000008118.11	ENSG00000008118	CAMK1G	HGNC:14585	CAMK1G	calcium/calmodulin dependent protein kinase IG 
ENSG00000008128.24	ENSG00000008128	CDK11A	HGNC:1730	CDK11A	cyclin dependent kinase 11A 
ENSG00000008130.16	ENSG00000008130	NADK	HGNC:29831	NADK	NAD kinase 
ENSG00000008196.13	ENSG00000008196	TFAP2B	HGNC:11743	TFAP2B	transcription factor AP-2 beta 
ENSG00000008226.21	ENSG00000008226	DLEC1	HGNC:2899	DLEC1	DLEC1 cilia and flagella associated protein 
ENSG00000008256.18	ENSG00000008256	CYTH3	HGNC:9504	CYTH3	cytohesin 3 
ENSG00000008277.16	ENSG00000008277	ADAM22	HGNC:201	ADAM22	ADAM metallopeptidase domain 22 
ENSG00000008282.11	ENSG00000008282	SYPL1	HGNC:11507	SYPL1	synaptophysin like 1 
ENSG00000008283.17	ENSG00000008283	CYB561	HGNC:2571	CYB561	cytochrome b561 
ENSG00000008294.23	ENSG00000008294	SPAG9	HGNC:14524	SPAG9	sperm associated antigen 9 
ENSG00000008300.17	ENSG00000008300	CELSR3	HGNC:3230	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 
ENSG00000008311.17	ENSG00000008311	AASS	HGNC:17366	AASS	aminoadipate-semialdehyde synthase 
ENSG00000008323.17	ENSG00000008323	PLEKHG6	HGNC:25562	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 
ENSG00000008324.13	ENSG00000008324	SS18L2	HGNC:15593	SS18L2	SS18 like 2 
ENSG00000008382.17	ENSG00000008382	MPND	HGNC:25934	MPND	MPN domain containing 
ENSG00000008394.14	ENSG00000008394	MGST1	HGNC:7061	MGST1	microsomal glutathione S-transferase 1 
ENSG00000008405.13	ENSG00000008405	CRY1	HGNC:2384	CRY1	cryptochrome circadian regulator 1 
ENSG00000008441.19	ENSG00000008441	NFIX	HGNC:7788	NFIX	nuclear factor I X 
ENSG00000008513.18	ENSG00000008513	ST3GAL1	HGNC:10862	ST3GAL1	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 "
ENSG00000008516.20	ENSG00000008516	MMP25	HGNC:14246	MMP25	matrix metallopeptidase 25 
ENSG00000008517.20	ENSG00000008517	IL32	HGNC:16830	IL32	interleukin 32 
ENSG00000008710.20	ENSG00000008710	PKD1	HGNC:9008	PKD1	"polycystin 1, transient receptor potential channel interacting "
ENSG00000008735.15	ENSG00000008735	MAPK8IP2	HGNC:6883	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 
ENSG00000008838.22	ENSG00000008838	MED24	HGNC:22963	MED24	mediator complex subunit 24 
ENSG00000008853.19	ENSG00000008853	RHOBTB2	HGNC:18756	RHOBTB2	Rho related BTB domain containing 2 
ENSG00000008869.13	ENSG00000008869	HEATR5B	HGNC:29273	HEATR5B	HEAT repeat containing 5B 
ENSG00000008952.18	ENSG00000008952	SEC62	HGNC:11846	SEC62	"SEC62 homolog, preprotein translocation factor "
ENSG00000008988.12	ENSG00000008988	RPS20	HGNC:10405	RPS20	ribosomal protein S20 
ENSG00000009307.18	ENSG00000009307	CSDE1	HGNC:29905	CSDE1	cold shock domain containing E1 
ENSG00000009335.20	ENSG00000009335	UBE3C	HGNC:16803	UBE3C	ubiquitin protein ligase E3C 
ENSG00000009413.17	ENSG00000009413	REV3L	HGNC:9968	REV3L	"REV3 like, DNA directed polymerase zeta catalytic subunit "
ENSG00000009694.14	ENSG00000009694	TENM1	HGNC:8117	TENM1	teneurin transmembrane protein 1 
ENSG00000009724.19	ENSG00000009724	MASP2	HGNC:6902	MASP2	MBL associated serine protease 2 
ENSG00000009765.16	ENSG00000009765	IYD	HGNC:21071	IYD	iodotyrosine deiodinase 
ENSG00000009780.17	ENSG00000009780	FAM76A	HGNC:28530	FAM76A	family with sequence similarity 76 member A 
ENSG00000009790.16	ENSG00000009790	TRAF3IP3	HGNC:30766	TRAF3IP3	TRAF3 interacting protein 3 
ENSG00000009830.14	ENSG00000009830	POMT2	HGNC:19743	POMT2	protein O-mannosyltransferase 2 
ENSG00000009844.17	ENSG00000009844	VTA1	HGNC:20954	VTA1	vesicle trafficking 1 
ENSG00000009950.17	ENSG00000009950	MLXIPL	HGNC:12744	MLXIPL	MLX interacting protein like 
ENSG00000009954.11	ENSG00000009954	BAZ1B	HGNC:961	BAZ1B	bromodomain adjacent to zinc finger domain 1B 
ENSG00000010017.14	ENSG00000010017	RANBP9	HGNC:13727	RANBP9	RAN binding protein 9 
ENSG00000010030.14	ENSG00000010030	ETV7	HGNC:18160	ETV7	ETS variant transcription factor 7 
ENSG00000010072.17	ENSG00000010072	SPRTN	HGNC:25356	SPRTN	SprT-like N-terminal domain 
ENSG00000010165.21	ENSG00000010165	METTL13	HGNC:24248	METTL13	"methyltransferase 13, eEF1A N-terminus and K55 "
ENSG00000010219.14	ENSG00000010219	DYRK4	HGNC:3095	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4 
ENSG00000010244.20	ENSG00000010244	ZNF207	HGNC:12998	ZNF207	zinc finger protein 207 
ENSG00000010256.13	ENSG00000010256	UQCRC1	HGNC:12585	UQCRC1	ubiquinol-cytochrome c reductase core protein 1 
ENSG00000010270.15	ENSG00000010270	STARD3NL	HGNC:19169	STARD3NL	STARD3 N-terminal like 
ENSG00000010278.16	ENSG00000010278	CD9	HGNC:1709	CD9	CD9 molecule 
ENSG00000010282.16	ENSG00000010282	HHATL	HGNC:13242	HHATL	hedgehog acyltransferase like 
ENSG00000010292.14	ENSG00000010292	NCAPD2	HGNC:24305	NCAPD2	non-SMC condensin I complex subunit D2 
ENSG00000010295.21	ENSG00000010295	IFFO1	HGNC:24970	IFFO1	intermediate filament family orphan 1 
ENSG00000010310.10	ENSG00000010310	GIPR	HGNC:4271	GIPR	gastric inhibitory polypeptide receptor 
ENSG00000010318.23	ENSG00000010318	PHF7	HGNC:18458	PHF7	PHD finger protein 7 
ENSG00000010319.8	ENSG00000010319	SEMA3G	HGNC:30400	SEMA3G	semaphorin 3G 
ENSG00000010322.17	ENSG00000010322	NISCH	HGNC:18006	NISCH	nischarin 
ENSG00000010327.11	ENSG00000010327	STAB1	HGNC:18628	STAB1	stabilin 1 
ENSG00000010361.15	ENSG00000010361	FUZ	HGNC:26219	FUZ	fuzzy planar cell polarity protein 
ENSG00000010404.19	ENSG00000010404	IDS	HGNC:5389	IDS	iduronate 2-sulfatase 
ENSG00000010438.17	ENSG00000010438	PRSS3	HGNC:9486	PRSS3	serine protease 3 
