ko.id	ko.desc	ko.sym	ko.ec	path.id	path.desc	path.type	b.id	b.desc	a.id	a.desc
K09351	homeobox protein Nkx-6.3	NKX6-3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09352	homeobox protein Nkx, invertebrate	NKXN		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09353	homeobox protein LBX	LBX		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09354	homeobox protein expressed in ES cells 1	HESX1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09355	pre-B-cell leukemia transcription factor 1	PBX1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09356	paired-like homeodomain transcription factor 1	PITX1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09357	paired-like homeodomain transcription factor 3	PITX3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09358	mating-type protein A1	MATA1		map04113	Meiosis - yeast	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K09359	mating-type protein A2	MATA2		map04113	Meiosis - yeast	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K09360	BarH-like	BARHL		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09361	BarH-like homeobox	BARX		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09362	homeo domain only family, other	K09362		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09363	POU domain transcription factor, class 1	POU1F, PIT1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09364	POU domain transcription factor, class 2	POU2F, OTF		ko03021	Transcription machinery	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09365	POU domain transcription factor, class 3	POU3F, OTF		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09366	POU domain transcription factor, class 4	POU4F, BRN3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09367	POU domain transcription factor, class 5	POU5F		ko03021	Transcription machinery	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09368	POU domain transcription factor, class 6	POU6F		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09370	insulin gene enhancer protein ISL-1	ISL1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09371	LIM homeobox transcription factor 1	LMX1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09372	LIM homeobox protein 1	LHX1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09373	LIM homeobox protein 2/9	LHX2_9		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09374	LIM homeobox protein 3/4	LHX3_4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09375	LIM homeobox protein 6/8	LHX6_8		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09377	cysteine and glycine-rich protein	CSRP		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09378	zinc finger homeobox protein 3	ZFHX3, ATBF1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09379	zinc finger homeobox protein 2	ZFHX2		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09380	zinc finger homeobox protein 4	ZFHX4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09381	paired box protein 3/7	PAX3_7		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09382	paired box protein 1/9	PAX1_9		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09383	paired box protein 5	PAX5		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09384	uncharacterized protein	K09384		99997	Function unknown	notIncPathBrite	9194	Poorly characterized	9190	Not Included in Pathway or Brite
K09385	forkhead box protein G	FOXG		map04068	FoxO signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K09386	uncharacterized protein	K09386		99997	Function unknown	notIncPathBrite	9194	Poorly characterized	9190	Not Included in Pathway or Brite
K09387	forkhead box protein A1, hepatocyte nuclear factor 3-alpha	FOXA1, HNF3A		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09388	uncharacterized protein	K09388		99997	Function unknown	notIncPathBrite	9194	Poorly characterized	9190	Not Included in Pathway or Brite
K09389	transcription factor E2F2	E2F2		map04110	Cell cycle	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K09390	transcription factor E2F6	E2F6		map04110	Cell cycle	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K09391	transcription factor E2F7/8	E2F7_8		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09392	transcription factor Dp-2	TFDP2		map04110	Cell cycle	KEGG_pathway	9143	Cell growth and death	9140	Cellular Processes
K09393	transcription factor Dp-3	TFDP3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09395	forkhead box protein B	FOXB		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09396	forkhead box protein C	FOXC		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09397	forkhead box protein D	FOXD		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09398	forkhead box protein E	FOXE		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09399	forkhead box protein F	FOXF		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09400	forkhead box protein H	FOXH		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09401	forkhead box protein I	FOXI		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09402	forkhead box protein J1	FOXJ1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09403	forkhead box protein J2/3	FOXJ2_3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09404	forkhead box protein K	FOXK		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09405	forkhead box protein L	FOXL		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09406	forkhead box protein M	FOXM		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09407	forkhead box protein N	FOXN		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09408	forkhead box protein O3	FOXO3		map04068	FoxO signaling pathway	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K09409	forkhead box protein P2/4	FOXP2_4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09410	forkhead box protein Q	FOXQ, HFH1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09411	forkhead box protein, other	FOXX		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09412	forkhead box protein S	FOXS		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09413	forkhead transcription factor HCM1	HCM1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09414	heat shock transcription factor 1	HSF1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09415	heat shock transcription factor 2	HSF2		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09416	heat shock transcription factor 3	HSF3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09417	heat shock transcription factor 4	HSF4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09419	heat shock transcription factor, other eukaryote	HSFF		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09420	transcriptional activator Myb	MYB, C-MYB		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09421	myb-related protein A	MYBL1, A-MYB		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09422	transcription factor MYB, plant	MYBP		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09423	Myb-like DNA-binding protein BAS1	BAS1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09424	Myb-like DNA-binding protein REB1	REB1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09425	Myb-like DNA-binding protein FlbD	K09425		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09426	Myb-like DNA-binding protein RAP1	RAP1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09427	Adh transcription factor 1	ADF1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09428	E74-like factor 1/2/4	ELF1_2_4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09429	E74-like factor 3	K09429, ELF3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09430	ETS domain-containing protein Elk-3 (SRF accessory protein 2)	ELK3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09431	ets translocation variant 1	ETV1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09432	ETS translocation variant 2	ETV2, ER71		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09433	ETS translocation variant 3	ETV3		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09434	ETS domain-containing transcription factor ERF	ERF		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09435	transcriptional regulator ERG	ERG		map05202	Transcriptional misregulation in cancer	KEGG_pathway	9161	Cancer: overview	9160	Human Diseases
K09436	friend leukemia integration 1 transcription factor	FLI1		map05202	Transcriptional misregulation in cancer	KEGG_pathway	9161	Cancer: overview	9160	Human Diseases
K09437	ETS oncogene family protein FEV	FEV		map05202	Transcriptional misregulation in cancer	KEGG_pathway	9161	Cancer: overview	9160	Human Diseases
K09438	transcription factor PU.1	SPI1		map05202	Transcriptional misregulation in cancer	KEGG_pathway	9161	Cancer: overview	9160	Human Diseases
K09439	transcription factor Spi-B	SPIB		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09440	transcription factor Spi-C	SPIC		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09441	GA-binding protein transcription factor, alpha	GABPA		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09442	SAM pointed domain-containing ETS transcription factor	SPDEF		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09443	ETS-type family, other	K09443		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09444	interferon regulatory factor 1	IRF1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09445	interferon regulatory factor 4	IRF4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09446	interferon regulatory factor 5	IRF5		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09447	interferon regulatory factor 7	IRF7		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09448	transcriptional enhancer factor	TEAD		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09451	homeobox protein aristaless-like 4	ALX4		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09452	homeobox protein aristaless-related	ARX		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09453	snRNA-activating protein complex subunit 4	SNAPC4		ko03021	Transcription machinery	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09454	GA-binding protein transcription factor, beta	GABPB		ko03029	Mitochondrial biogenesis	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09455	microphthalmia-associated transcription factor	MITF		map04916	Melanogenesis	KEGG_pathway	9152	Endocrine system	9150	Organismal Systems
K09456	putative acyl-CoA dehydrogenase	aidB		99983	Lipid metabolism	notIncPathBrite	9191	Unclassified: metabolism	9190	Not Included in Pathway or Brite
K09457	7-cyano-7-deazaguanine reductase	queF	1.7.1.13	ko03016	Transfer RNA biogenesis	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09458	3-oxoacyl-[acyl-carrier-protein] synthase II	fabF, OXSM, CEM1	2.3.1.179	map00061	Fatty acid biosynthesis	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K09459	phosphonopyruvate decarboxylase	E4.1.1.82	4.1.1.82	map00440	Phosphonate and phosphinate metabolism	KEGG_pathway	9106	Metabolism of other amino acids	9100	Metabolism
K09460	anthranilate-CoA ligase	auaEII	6.2.1.32	map00998	Biosynthesis of various antibiotics	KEGG_pathway	9110	Biosynthesis of other secondary metabolites	9100	Metabolism
K09461	anthraniloyl-CoA monooxygenase	E1.14.13.40	1.14.13.40	map00627	Aminobenzoate degradation	KEGG_pathway	9111	Xenobiotics biodegradation and metabolism	9100	Metabolism
K09462	glandular kallikrein 13	E3.4.21.119	3.4.21.119	ko01002	Peptidases and inhibitors	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K09463	kallikrein 13	KLK13	3.4.21.119	ko01002	Peptidases and inhibitors	KEGG_BRITE	9181	Protein families: metabolism	9180	Brite Hierarchies
K09464	general control protein GCN4	GCN4		map04138	Autophagy - yeast	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K09465	zinc finger protein BrlA	BRLA		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09466	zinc finger protein ADR1	ADR1		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09467	zinc-finger protein CreA/MIG	MIG		ko03000	Transcription factors	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09468	zinc finger protein MSN2/4	MSN2_4		map04138	Autophagy - yeast	KEGG_pathway	9141	Transport and catabolism	9140	Cellular Processes
K09470	gamma-glutamylputrescine synthase	puuA	6.3.1.11	map00330	Arginine and proline metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K09471	gamma-glutamylputrescine oxidase	puuB, ordL	1.4.3.-	map00330	Arginine and proline metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K09472	4-(gamma-glutamylamino)butanal dehydrogenase	puuC, aldH	1.2.1.99	map00330	Arginine and proline metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K09473	gamma-glutamyl-gamma-aminobutyrate hydrolase	puuD	3.5.1.94	map00330	Arginine and proline metabolism	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K09474	acid phosphatase (class A)	phoN	3.1.3.2	map02020	Two-component system	KEGG_pathway	9132	Signal transduction	9130	Environmental Information Processing
K09475	outer membrane pore protein C	ompC		ko02000	Transporters	KEGG_BRITE	9183	Protein families: signaling and cellular processes	9180	Brite Hierarchies
K09476	outer membrane pore protein F	ompF		ko02000	Transporters	KEGG_BRITE	9183	Protein families: signaling and cellular processes	9180	Brite Hierarchies
K09477	citrate:succinate antiporter	citT		ko02000	Transporters	KEGG_BRITE	9183	Protein families: signaling and cellular processes	9180	Brite Hierarchies
K09478	short-chain 2-methylacyl-CoA dehydrogenase	ACADSB	1.3.8.5	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K09479	very long chain acyl-CoA dehydrogenase	ACADVL	1.3.8.9	map00071	Fatty acid degradation	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K09480	digalactosyldiacylglycerol synthase	DGD	2.4.1.241	map00561	Glycerolipid metabolism	KEGG_pathway	9103	Lipid metabolism	9100	Metabolism
K09481	protein transport protein SEC61 subunit beta	SEC61B, SBH2		map04141	Protein processing in endoplasmic reticulum	KEGG_pathway	9123	Folding, sorting and degradation	9120	Genetic Information Processing
K09482	glutamyl-tRNA(Gln) amidotransferase subunit D	gatD	6.3.5.7	map00970	Aminoacyl-tRNA biosynthesis	KEGG_pathway	9122	Translation	9120	Genetic Information Processing
K09483	3-dehydroshikimate dehydratase	quiC	4.2.1.118	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K09484	quinate dehydrogenase	QUTB, QA-3	1.1.1.24	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG_pathway	9105	Amino acid metabolism	9100	Metabolism
K09485	heat shock protein 110kDa	HSP110		map04141	Protein processing in endoplasmic reticulum	KEGG_pathway	9123	Folding, sorting and degradation	9120	Genetic Information Processing
K09486	hypoxia up-regulated 1	HYOU1		map04141	Protein processing in endoplasmic reticulum	KEGG_pathway	9123	Folding, sorting and degradation	9120	Genetic Information Processing
K09487	heat shock protein 90kDa beta	HSP90B, TRA1		map04141	Protein processing in endoplasmic reticulum	KEGG_pathway	9123	Folding, sorting and degradation	9120	Genetic Information Processing
K09488	TNF receptor-associated protein 1	TRAP1, HSP75		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09489	heat shock 70kDa protein 4	HSPA4		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09490	endoplasmic reticulum chaperone BiP	HSPA5, BIP	3.6.4.10	map04141	Protein processing in endoplasmic reticulum	KEGG_pathway	9123	Folding, sorting and degradation	9120	Genetic Information Processing
K09491	stress 70 protein chaperone microsome-associated 60kDa protein	STCH		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09492	McKusick-Kaufman syndrome protein	MKKS		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09493	T-complex protein 1 subunit alpha	CCT1, TCP1		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09494	T-complex protein 1 subunit beta	CCT2		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09495	T-complex protein 1 subunit gamma	CCT3, TRIC5		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09496	T-complex protein 1 subunit delta	CCT4		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09497	T-complex protein 1 subunit epsilon	CCT5		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09498	T-complex protein 1 subunit zeta	CCT6		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09499	T-complex protein 1 subunit eta	CCT7		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09500	T-complex protein 1 subunit theta	CCT8		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09501	serpin peptidase inhibitor, clade H, member 1	SERPINH1, HSP47		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09502	DnaJ homolog subfamily A member 1	DNAJA1		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09503	DnaJ homolog subfamily A member 2	DNAJA2		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09504	DnaJ homolog subfamily A member 3	DNAJA3		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09505	DnaJ homolog subfamily A member 4	DNAJA4		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09506	DnaJ homolog subfamily A member 5	DNAJA5		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09507	DnaJ homolog subfamily B member 1	DNAJB1		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09508	DnaJ homolog subfamily B member 2	DNAJB2		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09509	DnaJ homolog subfamily B member 3	DNAJB3		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09510	DnaJ homolog subfamily B member 4	DNAJB4		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09511	DnaJ homolog subfamily B member 5	DNAJB5		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09512	DnaJ homolog subfamily B member 6	DNAJB6		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09513	DnaJ homolog subfamily B member 7	DNAJB7		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09514	DnaJ homolog subfamily B member 8	DNAJB8		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09515	DnaJ homolog subfamily B member 9	DNAJB9		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09516	all-trans-retinol 13,14-reductase	RETSAT	1.3.99.23	map00830	Retinol metabolism	KEGG_pathway	9108	Metabolism of cofactors and vitamins	9100	Metabolism
K09517	DnaJ homolog subfamily B member 11	DNAJB11		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09518	DnaJ homolog subfamily B member 12	DNAJB12		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09519	DnaJ homolog subfamily B member 13	DNAJB13		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09520	DnaJ homolog subfamily B member 14	DNAJB14		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09521	DnaJ homolog subfamily C member 1	DNAJC1		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09522	DnaJ homolog subfamily C member 2	DNAJC2		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09523	DnaJ homolog subfamily C member 3	DNAJC3		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09524	DnaJ homolog subfamily C member 4	DNAJC4		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09525	DnaJ homolog subfamily C member 5	DNAJC5		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09526	DnaJ homolog subfamily C member 6	DNAJC6		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09527	DnaJ homolog subfamily C member 7	DNAJC7		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09528	DnaJ homolog subfamily C member 8	DNAJC8		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09529	DnaJ homolog subfamily C member 9	DNAJC9		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09530	DnaJ homolog subfamily C member 10	DNAJC10	1.8.4.-	ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09531	DnaJ homolog subfamily C member 11	DNAJC11		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09532	DnaJ homolog subfamily C member 12	DNAJC12		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09533	DnaJ homolog subfamily C member 13	DNAJC13		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09534	DnaJ homolog subfamily C member 14	DNAJC14		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09535	DnaJ homolog subfamily C member 15	DNAJC15		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09536	DnaJ homolog subfamily C member 16	DNAJC16		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
K09537	DnaJ homolog subfamily C member 17	DNAJC17		ko03110	Chaperones and folding catalysts	KEGG_BRITE	9182	Protein families: genetic information processing	9180	Brite Hierarchies
