entity	from	gene	desc	ncg.bst	diff.btw	diff.win	qval0.0	qval0.1	qval0.2	qval0.3	qval0.4	qval0.5
ENSG00000001460	0.1	STPG1	sperm tail PG-rich repeat containing 1 	n/a	0.182380235223857	0.610902901756901	0.0123128075190347	0.239300032465489	0.356868598646553	0.405713524390988	0.433686797949093	0.453865469856241
ENSG00000001631	0.1	KRIT1	KRIT1 ankyrin repeat containing 	n/a	0.166637449297749	0.611302607068712	0.0108521393065961	0.248961277137759	0.36136190790065	0.407007340905292	0.439325001387068	0.460255631116017
ENSG00000002587	0.1	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1 	n/a	-0.28012810166677	1.11205469621237	0.0239868458967015	0.198098430212526	0.322930722921197	0.376920096233919	0.397196838582816	0.411085902510017
ENSG00000002746	0.1	HECW1	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 "	n/a	-0.526644805734502	1.78039408108715	0.0138848765780629	0.0825988374144306	0.230895454319058	0.306177412878547	0.339762298299647	0.362039014096019
ENSG00000003393	0.1	ALS2	alsin Rho guanine nucleotide exchange factor ALS2 	n/a	0.176393064569321	0.578427065065125	0.00157514541635875	0.17565213787302	0.308298102175402	0.366406446354728	0.399149986527449	0.425136456174548
ENSG00000003509	0.1	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 	n/a	0.220094281294507	0.493010658266321	9.43530955670588e-05	0.131372859692895	0.267730232968506	0.341388973114436	0.370794491810966	0.403438570940569
ENSG00000004534	0.1	RBM6	RNA binding motif protein 6 	n/a	-0.2678360331994	0.560634929661326	1.72622383241954e-06	0.0838561031551291	0.256340228048311	0.314540722726556	0.364597750857466	0.378314839067327
ENSG00000004766	0.1	VPS50	VPS50 subunit of EARP/GARPII complex 	n/a	0.263979362033578	0.687060877097829	0.000368099148044374	0.109727924601417	0.24129315053359	0.319910154172304	0.358732930323626	0.380780224306877
ENSG00000004866	0.1	ST7	suppression of tumorigenicity 7 	n/a	0.332520917861777	0.70555078190651	4.84027253950121e-05	0.0724718791619201	0.218005739167129	0.29392859985424	0.338205096979724	0.363747303939054
ENSG00000005100	0.1	DHX33	DEAH-box helicase 33 	n/a	0.191753014321099	0.618293134937271	0.000484699467857287	0.149351992945069	0.284819838888191	0.348775981648839	0.377655177378851	0.408338091367135
ENSG00000005206	0.1	SPPL2B	signal peptide peptidase like 2B 	n/a	0.297310195720346	0.795161758752168	4.4603914341423e-05	0.0519732116818733	0.203005861694636	0.283484538587379	0.326349029855497	0.357273737824023
ENSG00000005238	0.1	ATOSB	atos homolog B 	n/a	0.310604646504716	0.894592310561379	0.0022606239900628	0.11975337093143	0.252630130509738	0.323443752572639	0.363614041351232	0.388830874651501
ENSG00000005302	0.1	MSL3	MSL complex subunit 3 	n/a	0.146802833860578	0.586547255326583	0.0017668109332833	0.179018263625373	0.307560263408076	0.364567951175847	0.396763413993938	0.422370252633839
ENSG00000005339	0.1	CREBBP	CREB binding protein 	validated	0.206226603239428	0.548557084537569	0.00246538112163925	0.18327463069053	0.313177387400429	0.368092862183689	0.400141152966771	0.424731848215959
ENSG00000005801	0.1	ZNF195	zinc finger protein 195 	n/a	0.242883804542072	0.62325063708909	5.54493322586297e-05	0.101926893090316	0.234081359424299	0.314018730009625	0.3537320262878	0.377737542484596
ENSG00000005884	0.1	ITGA3	integrin subunit alpha 3 	n/a	-0.353085098795614	1.28805851116642	0.00508781633468666	0.0935874239200104	0.254388781137829	0.31322859603006	0.354228446956844	0.381136978137987
ENSG00000005889	0.1	ZFX	zinc finger protein X-linked 	n/a	0.146430404945869	0.690653374284253	0.00924380972550042	0.200976055920041	0.325241986620997	0.377603563608504	0.410566762958387	0.432785448905686
ENSG00000006015	0.1	REX1BD	required for excision 1-B domain containing 	n/a	0.312236539166106	1.19391155903707	0.0378878699565243	0.192118412549866	0.311157980320303	0.370973849210132	0.401944006834698	0.4258922075981
ENSG00000006042	0.1	TMEM98	transmembrane protein 98 	n/a	-0.281816995565858	1.12893333325668	0.00423276076476552	0.100369021632814	0.262052638215611	0.319205190325935	0.359981869757226	0.384054734620711
ENSG00000006062	0.1	MAP3K14	mitogen-activated protein kinase kinase kinase 14 	n/a	-0.327053641283658	0.892713912432019	0.000766629818536614	0.093139835674475	0.256809933831379	0.317002006834833	0.361278228699421	0.381870912829481
ENSG00000006282	0.1	SPATA20	spermatogenesis associated 20 	n/a	0.394377119471952	1.25285614234001	0.00321455261670268	0.0523348042887124	0.197949647269729	0.272704774814621	0.325904535355612	0.357891282621112
ENSG00000006611	0.1	USH1C	USH1 protein network component harmonin 	n/a	-1.1745990440013	3.18209004806526	0.0387269181801337	0.0615815233631697	0.133981194077654	0.206747679540973	0.255070290825238	0.298469966645646
ENSG00000006695	0.1	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 	n/a	0.216606194523175	0.626983912810969	0.00511283096055121	0.18595312052285	0.318622090257198	0.369814206092262	0.399882855076196	0.427337081657295
ENSG00000006831	0.1	ADIPOR2	adiponectin receptor 2 	n/a	0.378269877270137	1.1385592473823	0.00282712169070504	0.066578688774879	0.213025516137552	0.28951368927497	0.335146724437594	0.3648269944811
ENSG00000006837	0.1	CDKL3	cyclin dependent kinase like 3 	n/a	0.267249232979054	0.876246251486743	0.0148359099528432	0.163782046515101	0.291057348250837	0.360764680651183	0.387705920298686	0.409887673748649
ENSG00000007341	0.1	ST7L	suppression of tumorigenicity 7 like 	n/a	0.164343567634713	0.554270422940015	0.00811784725908041	0.249739827620991	0.360642427091594	0.405967126339683	0.435446975531109	0.454402706335728
ENSG00000007392	0.1	LUC7L	LUC7 like 	n/a	0.226117926705749	0.665831695075772	0.000326710846058843	0.115574822193353	0.246359617058842	0.325487915812723	0.363415553549982	0.388397621237047
ENSG00000007545	0.1	CRAMP1	cramped chromatin regulator homolog 1 	n/a	0.16598188258676	0.638113063494379	0.00158130706106134	0.156178928496485	0.286201127973151	0.349284094708295	0.380244513799683	0.408818388264319
ENSG00000007866	0.1	TEAD3	TEA domain transcription factor 3 	n/a	0.2194750962629	0.77247000305407	0.00408646441797824	0.161687948564179	0.29340560357316	0.354355051903402	0.386205044187173	0.414232341844631
ENSG00000008282	0.1	SYPL1	synaptophysin like 1 	n/a	0.297903858673344	0.734397930259338	0.00519249174118149	0.159714315849339	0.291456094732739	0.353383350822858	0.385377230730795	0.412562723059289
ENSG00000008516	0.1	MMP25	matrix metallopeptidase 25 	n/a	0.331102248991126	1.86295286136026	0.0139306196079448	0.0567241374819841	0.191401471584265	0.263255746932878	0.314351428804551	0.345023173019627
ENSG00000008869	0.1	HEATR5B	HEAT repeat containing 5B 	n/a	0.139711396686151	0.661224729312041	0.00920547717209956	0.217435375472098	0.338393711323108	0.388309348992543	0.42198567762128	0.443836733517362
ENSG00000008988	0.1	RPS20	ribosomal protein S20 	n/a	-0.241804387489768	0.985893472919076	0.0143319647096701	0.212147301962489	0.327127503758726	0.379306152021475	0.396562519981027	0.411349913275375
ENSG00000009307	0.1	CSDE1	cold shock domain containing E1 	n/a	-0.179037034912405	0.697018629714066	0.000525030774135709	0.116838238087876	0.275852666373382	0.332980610817937	0.374685332765189	0.385717593267452
ENSG00000009780	0.1	FAM76A	family with sequence similarity 76 member A 	n/a	-0.123714642609436	0.653478463057563	0.0339631183492351	0.310481819625383	0.394652795663222	0.420274361819911	0.43949981287214	0.449059876839861
ENSG00000009830	0.1	POMT2	protein O-mannosyltransferase 2 	n/a	0.203527665288795	0.552576364303737	0.000805540729663386	0.172647426766733	0.301773964369184	0.360393899940941	0.393319176459392	0.419606849224263
ENSG00000010318	0.1	PHF7	PHD finger protein 7 	n/a	-0.439214606800912	0.852844880973182	4.15210849212555e-05	0.0510497027759573	0.209937037299523	0.282023923947652	0.322044346497635	0.356491924679633
ENSG00000010610	0.1	CD4	CD4 molecule 	n/a	0.347760087162405	1.31114359405265	0.0117404406284078	0.117014434899759	0.25263463176823	0.32209941714495	0.361278943258456	0.386085912124681
ENSG00000010803	0.1	SCMH1	Scm polycomb group protein homolog 1 	n/a	-0.182398343488533	0.608339703928751	0.0413263400537321	0.325694847870738	0.399468059670188	0.420170143724466	0.439643535621765	0.44856874781036
ENSG00000011007	0.1	ELOA	elongin A 	n/a	0.24467953965484	0.625191252733941	0.000648547566423352	0.143622003009869	0.279350765476585	0.344378814854503	0.375525975227697	0.405717700333369
ENSG00000011105	0.1	TSPAN9	tetraspanin 9 	n/a	0.353774732660379	0.732450116938548	0.000361454632506923	0.086778146147065	0.226331929492899	0.30274496218435	0.346866898935545	0.37085329488753
ENSG00000011275	0.1	RNF216	ring finger protein 216 	n/a	0.128812593352479	0.483262023433666	0.0131939441106991	0.288944788977985	0.384017349921159	0.429523218721353	0.459898508178525	0.475603110995319
ENSG00000012061	0.1	ERCC1	"ERCC excision repair 1, endonuclease non-catalytic subunit "	n/a	0.261502842007303	0.652540205973732	4.95592965744758e-05	0.0961428993975802	0.229422255755874	0.311258043445797	0.350610618271959	0.373815277343574
ENSG00000012171	0.1	SEMA3B	semaphorin 3B 	n/a	-0.597392071067969	2.18763562964602	0.0139952652415837	0.0639424597911837	0.193633284130174	0.276185551334972	0.315491923875174	0.345406739981459
ENSG00000012232	0.1	EXTL3	exostosin like glycosyltransferase 3 	n/a	-0.12303324446242	0.66207723787474	0.0234247125284036	0.295284980319616	0.383882920619378	0.408152719083117	0.426994528434923	0.440634394917328
ENSG00000013374	0.1	NUB1	negative regulator of ubiquitin like proteins 1 	n/a	0.210632922772358	0.563710464660501	0.0037918718171651	0.208852456218054	0.33380804026105	0.38240110584353	0.417407364755741	0.439259752365669
ENSG00000013561	0.1	RNF14	ring finger protein 14 	n/a	0.296681883730046	0.752437615288909	8.53586086347239e-05	0.0690857943508	0.21652148261271	0.292697291083075	0.337721095104075	0.363465920185173
ENSG00000014123	0.1	UFL1	UFM1 specific ligase 1 	n/a	0.223000542955087	0.739335092851366	0.000327186060864708	0.10301013997797	0.238166819873852	0.317133880488243	0.355849103540113	0.378611444126884
ENSG00000014914	0.1	MTMR11	myotubularin related protein 11 	n/a	0.244435593663447	0.97499579287508	0.0110947147028848	0.147997558277769	0.274650333618053	0.340146333096428	0.375868951667288	0.401368820307125
ENSG00000014919	0.1	COX15	cytochrome c oxidase assembly homolog COX15 	n/a	0.19685319150889	0.562981138915199	0.00503155249185701	0.218077648010923	0.336626907012351	0.387468012150066	0.420633977680114	0.445921024442468
ENSG00000015171	0.1	ZMYND11	zinc finger MYND-type containing 11 	n/a	0.218943718742963	0.584203435122351	0.000238103782256502	0.142765272180355	0.279187516162566	0.344164299141411	0.375002740804976	0.405583269695852
ENSG00000015479	0.1	MATR3	matrin 3 	n/a	0.216965021863724	0.883606284894896	0.000880897774919331	0.0774839545025311	0.222950226340849	0.295730267617704	0.342599234177084	0.370738129657121
ENSG00000015676	0.1	NUDCD3	NudC domain containing 3 	n/a	0.244285127102564	0.549522262024649	0.000207385183774436	0.137254529381085	0.2747683163047	0.341659296587916	0.373425405305188	0.402768310050907
ENSG00000017797	0.1	RALBP1	ralA binding protein 1 	n/a	0.200227788496712	0.593268403847022	0.00101798955359377	0.162699709231797	0.294673613451083	0.354282939259498	0.385658835269495	0.413272696685252
ENSG00000018610	0.1	STEEP1	STING1 ER exit protein 1 	n/a	0.257497729899855	0.581062008402575	5.17380388345305e-06	0.0769240717680559	0.218713947223461	0.297521839096264	0.342688761457827	0.363320584121066
ENSG00000018869	0.1	ZNF582	zinc finger protein 582 	n/a	-0.0227487889308549	0.868823983444306	0.0444758895906366	0.259662981180115	0.353762815366949	0.397621000251391	0.414207517751885	0.425375746359109
ENSG00000021762	0.1	OSBPL5	oxysterol binding protein like 5 	n/a	0.262753278037335	0.901005835269858	0.000656171517104247	0.0894149351485017	0.228493734159114	0.304125760431692	0.348881747511433	0.372305458643464
ENSG00000023171	0.1	GRAMD1B	GRAM domain containing 1B 	n/a	-0.366305032914962	1.17909082170448	0.0232668869493614	0.178310818528621	0.314179031715723	0.364895276198086	0.392406250228052	0.402450642954855
ENSG00000023228	0.1	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1 	n/a	0.264479879079549	0.718174985468255	0.0134391141166401	0.196224517299596	0.321741816374404	0.375647067514593	0.406365595323799	0.430060253715422
ENSG00000023287	0.1	RB1CC1	RB1 inducible coiled-coil 1 	n/a	0.26147163579741	0.795826255322308	0.000113360909286113	0.0507237555371476	0.20269306011108	0.280510725386273	0.326198469329839	0.358104230770072
ENSG00000023318	0.1	ERP44	endoplasmic reticulum protein 44 	n/a	0.201765664505132	0.643906391985537	0.0029785608295091	0.190721771288366	0.317883462992646	0.37234451061486	0.405827090963984	0.429277807261153
ENSG00000023330	0.1	ALAS1	5'-aminolevulinate synthase 1 	n/a	0.307202928159887	0.760346008936118	0.000154833543390176	0.0646931860561668	0.214343689480285	0.290243604188364	0.334900112893468	0.363044908949165
ENSG00000024048	0.1	UBR2	ubiquitin protein ligase E3 component n-recognin 2 	n/a	0.185606938632315	0.574836842999883	0.00130567716656895	0.179141268522274	0.309013531853782	0.366022289648433	0.398980450546326	0.424078316113641
ENSG00000026103	0.1	FAS	Fas cell surface death receptor 	validated	-0.273597788267314	0.925228638630796	0.00140180815689929	0.0912987978282476	0.260863742179067	0.317793633691525	0.360576500627471	0.382465685393731
ENSG00000026508	0.1	CD44	CD44 molecule (IN blood group) 	n/a	0.307033465646459	1.16038896668027	0.00686971499674391	0.0934451477030166	0.235123450897295	0.308510619379799	0.350051417904568	0.377390208481387
ENSG00000027075	0.1	PRKCH	protein kinase C eta 	n/a	-0.244121198426472	0.681259283384203	0.000366963566849451	0.122823182370667	0.280556227872861	0.337867471417523	0.378286360550238	0.387935276388723
ENSG00000027644	0.1	INSRR	insulin receptor related receptor 	n/a	-0.684806814186825	1.79989914983569	0.0085852981452988	0.0531270245753097	0.15964201442592	0.254534622238436	0.303040653746436	0.334633783802986
ENSG00000028310	0.1	BRD9	bromodomain containing 9 	n/a	0.159487976682709	0.51333114771518	0.0010815909271903	0.19049027052565	0.321936590587314	0.371484435052477	0.407636750182304	0.431416038413167
ENSG00000029363	0.1	BCLAF1	BCL2 associated transcription factor 1 	n/a	0.179381541557815	0.583516011692453	0.00043858771484015	0.148186843636686	0.284587491977492	0.348166500505905	0.378304652413228	0.407763615167878
ENSG00000029725	0.1	RABEP1	"rabaptin, RAB GTPase binding effector protein 1 "	n/a	0.269531211871405	1.06161171106232	0.0359730234725369	0.214333333186261	0.332338261415482	0.383161807809559	0.411218199270761	0.435473446084
ENSG00000031698	0.1	SARS1	seryl-tRNA synthetase 1 	n/a	0.248543485833261	0.62256901098289	0.000248109582505832	0.126383675730305	0.262698782333759	0.332958046236385	0.368367402569627	0.395849877346531
ENSG00000032219	0.1	ARID4A	AT-rich interaction domain 4A 	n/a	-0.299294285525591	0.699876286727956	0.000198393323315279	0.119339282933917	0.276196811801189	0.335629435120275	0.376340241358796	0.386151618829229
ENSG00000032444	0.1	PNPLA6	"patatin like domain 6, lysophospholipase  "	n/a	0.302289745471753	0.848094766859655	0.000933736809770714	0.0977159331872195	0.238245126913656	0.31282570174888	0.353349958351716	0.376283065090199
ENSG00000033030	0.1	ZCCHC8	zinc finger CCHC-type containing 8 	n/a	0.222764437430059	0.533826481653197	3.4642696154063e-06	0.0794608675661057	0.2200470838784	0.302555227493496	0.343544938083496	0.368891847027888
ENSG00000033122	0.1	LRRC7	leucine rich repeat containing 7 	n/a	-0.418518678226285	1.06890538887004	0.00501948132540922	0.098046606420733	0.251511114331672	0.316671011224105	0.349625717259179	0.375791188722735
ENSG00000033327	0.1	GAB2	GRB2 associated binding protein 2 	n/a	-0.480583287057166	1.27929092913988	0.00270054521964741	0.068334320538273	0.226939719444414	0.293280615988374	0.334950302700656	0.367672976469054
ENSG00000034533	0.1	ASTE1	asteroid homolog 1 	n/a	0.142921353729927	0.47863829062411	0.0108125269634868	0.277275568416303	0.381768038184532	0.423562952903862	0.454710594579476	0.475004909490201
ENSG00000035115	0.1	SH3YL1	SH3 and SYLF domain containing 1 	n/a	0.226665375686069	1.09989069946336	0.0455215629183988	0.228138348045438	0.341814294498902	0.390053122351153	0.418138132074713	0.440248771421692
ENSG00000035403	0.1	VCL	vinculin 	n/a	-0.315363300354596	0.720741094951283	0.000266955603806175	0.0880150382877108	0.257202944254062	0.31611718113424	0.361524526655031	0.380972864037616
ENSG00000035862	0.1	TIMP2	TIMP metallopeptidase inhibitor 2 	n/a	-0.36462599266346	1.30844002206649	0.00809433396061131	0.112096238676997	0.26900399760288	0.325694491524336	0.36570609746657	0.387106657131194
ENSG00000037757	0.1	MRI1	methylthioribose-1-phosphate isomerase 1 	n/a	0.258231027806572	0.6888588090906	8.98037834361653e-05	0.0794574047301733	0.221084716271672	0.297593620640165	0.343274260192612	0.367846251164412
ENSG00000038358	0.1	EDC4	enhancer of mRNA decapping 4 	n/a	0.224985375548714	0.612994152109722	3.03880837423547e-05	0.0830508896269762	0.221277138679796	0.302123284154501	0.345700322538851	0.368096346453745
ENSG00000039123	0.1	MTREX	Mtr4 exosome RNA helicase 	n/a	0.287999141945301	0.626285280091499	3.14962685250047e-05	0.0904978422879979	0.22648502548489	0.306869044533186	0.348891614960512	0.372250693695602
ENSG00000040933	0.1	INPP4A	inositol polyphosphate-4-phosphatase type I A 	n/a	0.201725783374991	0.571386103296529	0.000632907846110902	0.165990934193872	0.302020594943813	0.359572305123737	0.391931524017925	0.420696972932527
ENSG00000042317	0.1	SPATA7	spermatogenesis associated 7 	n/a	-0.206893517386506	0.621016899108172	0.000265113608235302	0.143605771586481	0.29212409217722	0.356654873779203	0.382926425080347	0.395407298696847
ENSG00000042429	0.1	MED17	mediator complex subunit 17 	n/a	0.241361886267603	0.583160873604708	0.000147525411037404	0.107964766558116	0.240891855632491	0.319259963667083	0.357899043796259	0.381265514437435
ENSG00000042980	0.1	ADAM28	ADAM metallopeptidase domain 28 	n/a	0.303824938692578	1.40790812340896	0.00608649065042279	0.058134803088137	0.199116760509037	0.27531263085631	0.32842573248923	0.358539792564215
ENSG00000046647	0.1	GEMIN8	gem nuclear organelle associated protein 8 	n/a	0.252725261648253	0.608314933909524	0.000110246493378914	0.113694843578125	0.24732311272763	0.321197759119006	0.36143228340261	0.386413124465238
ENSG00000047346	0.1	ATOSA	atos homolog A 	n/a	0.39054491909208	1.14497525333912	0.0223785895240361	0.166077269626197	0.290237162418389	0.35326749632264	0.387848964351554	0.411637725723106
ENSG00000047365	0.1	ARAP2	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 "	n/a	0.338051546457036	1.10336941666147	0.00335790825307014	0.0895527657655803	0.229011968433934	0.299864678646656	0.344634081978575	0.371612984336701
ENSG00000047932	0.1	GOPC	golgi associated PDZ and coiled-coil motif containing 	n/a	0.0739373201227833	0.596148646930768	0.031363144640281	0.29532257374937	0.390563208719833	0.431749471065077	0.457816777629903	0.476990022736157
ENSG00000048028	0.1	USP28	ubiquitin specific peptidase 28 	n/a	0.326240534437897	0.660281904641751	4.44614941259354e-05	0.0520058501158336	0.204822036283657	0.283674914978032	0.330103898381514	0.358769351601357
ENSG00000048707	0.1	VPS13D	vacuolar protein sorting 13 homolog D 	n/a	-0.300191580752116	0.663000269772252	0.000223869218021199	0.125500802552273	0.279413824980622	0.338600741689601	0.376923253753475	0.387549688696223
ENSG00000049167	0.1	ERCC8	"ERCC excision repair 8, CSA ubiquitin ligase complex subunit "	n/a	0.16951129571645	0.689193147853279	0.0456304959164143	0.302533864787204	0.391633632752885	0.430294853987622	0.453665143923374	0.47039074528271
ENSG00000049245	0.1	VAMP3	vesicle associated membrane protein 3 	n/a	-0.246881130193587	0.791248716691173	2.6922526273621e-05	0.0558727027368366	0.22458202543846	0.287469933683245	0.331348680830818	0.368206794591122
ENSG00000049323	0.1	LTBP1	latent transforming growth factor beta binding protein 1 	n/a	0.454879169651127	1.27642849593142	0.00658691482801423	0.0871626523874771	0.23082863861078	0.304299167625675	0.346196120751878	0.374715217748173
ENSG00000049449	0.1	RCN1	reticulocalbin 1 	n/a	0.239144573062205	0.754453914422668	0.00607678914672367	0.164024937591061	0.293454050622998	0.355697016851084	0.387327371608397	0.414488822636047
ENSG00000049769	0.1	PPP1R3F	protein phosphatase 1 regulatory subunit 3F 	n/a	0.285478332520734	1.00082184368412	0.0223161416941203	0.17766930531538	0.305379868877749	0.362204779197607	0.394311567134153	0.417490762394966
ENSG00000050405	0.1	LIMA1	LIM domain and actin binding 1 	n/a	-0.226024521724367	0.916276308686065	0.000412455461164078	0.0719479108864186	0.240698216848433	0.302658170965344	0.345588196247433	0.376120601801088
ENSG00000051009	0.1	FHIP1B	FHF complex subunit HOOK interacting protein 1B 	n/a	-0.151983061206438	0.50768925958792	0.00349017057873843	0.279288913412301	0.376692590911508	0.398795705042499	0.419845328647605	0.434964511151547
ENSG00000051620	0.1	HEBP2	heme binding protein 2 	n/a	-0.297162021410423	1.0324474133875	0.00119351418533858	0.082344909066819	0.248330465366338	0.308532540446781	0.351081233716333	0.378531538585759
ENSG00000052841	0.1	TTC17	tetratricopeptide repeat domain 17 	n/a	0.132915168662328	0.52974674038578	0.00275550208124868	0.210362808546998	0.334038492415923	0.383183402918034	0.417885469575374	0.439888178128376
ENSG00000053770	0.1	AP5M1	adaptor related protein complex 5 subunit mu 1 	n/a	0.241724367558357	0.579841517487397	9.23013429036753e-05	0.116745235495532	0.24874134764699	0.32389843686753	0.363072932719132	0.389272323755207
ENSG00000053900	0.1	ANAPC4	anaphase promoting complex subunit 4 	n/a	-0.158594147912754	0.437709545980044	9.50994562785243e-05	0.210838387420825	0.325635046882977	0.379211771355033	0.397983278339461	0.413440098869585
ENSG00000054179	0.1	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2 	n/a	0.299108413329733	1.72535652490331	0.0170937847863621	0.0726028804884813	0.209649227614117	0.279748596744843	0.33043095606768	0.35932696004416
ENSG00000054523	0.1	KIF1B	kinesin family member 1B 	n/a	-0.235800649540395	0.838982085498519	0.0423092510379182	0.284410010479281	0.370492562535487	0.402161477271413	0.418456164360241	0.432522633102132
ENSG00000054983	0.1	GALC	galactosylceramidase 	n/a	0.20402544562837	0.728271424392982	0.0171140630123353	0.214516478735597	0.337681146819394	0.385511880369746	0.417780187650307	0.439767628008316
ENSG00000055070	0.1	SZRD1	SUZ RNA binding domain containing 1 	n/a	0.298904889210466	0.526012202674629	4.09516935440932e-07	0.0689372052253618	0.21251704421149	0.291678478201841	0.338802088772012	0.361705312130447
ENSG00000055130	0.1	CUL1	cullin 1 	n/a	0.249553419103144	0.557018738343677	6.10819292881409e-05	0.107935433740069	0.242770757462448	0.320358793292794	0.360052068689942	0.383940580092467
ENSG00000055211	0.1	GINM1	glycosylated integral membrane protein 1 	n/a	-0.13179976924403	0.706973748919397	0.0204143543087456	0.282920973595009	0.37373381346817	0.401241505704354	0.418479361103261	0.435412082982101
ENSG00000055483	0.1	USP36	ubiquitin specific peptidase 36 	n/a	0.167016539721337	0.502360136884082	0.000151632979482385	0.142657330006488	0.27795797648661	0.343916590159094	0.375937500452763	0.405670999371833
ENSG00000055950	0.1	MRPL43	mitochondrial ribosomal protein L43 	n/a	0.314700916621265	0.724636479318359	5.11410959135862e-05	0.07073877603341	0.216872948383987	0.294180267623026	0.338444607925041	0.364491930133592
ENSG00000056050	0.1	HPF1	histone PARylation factor 1 	n/a	0.208362296815893	0.62196145544728	0.00890248872965838	0.220140718078108	0.34001902090601	0.389661168577579	0.423456311756585	0.446163820144497
ENSG00000056097	0.1	ZFR	zinc finger RNA binding protein 	n/a	0.23748587766407	0.623998742185437	4.2650401125149e-05	0.0945814218304773	0.230017228909167	0.310176346715316	0.350869010780595	0.374062636589236
ENSG00000056586	0.1	RC3H2	ring finger and CCCH-type domains 2 	n/a	0.175269662973973	0.760878273880864	0.019856170128829	0.222559361061011	0.341269180257041	0.388566628059205	0.420858405494379	0.442633345106862
ENSG00000057663	0.1	ATG5	autophagy related 5 	n/a	0.259008763991709	0.635276963204906	2.13261348634437e-05	0.0594152335731136	0.206674055819972	0.285621835455749	0.331588782517813	0.361463103356111
ENSG00000057757	0.1	PITHD1	PITH domain containing 1 	n/a	0.139363646586909	0.599654535521137	0.0275497261365791	0.276104706890298	0.379160124283418	0.423053868162651	0.450049590895229	0.469658066504033
ENSG00000058866	0.1	DGKG	diacylglycerol kinase gamma 	n/a	-0.381981993773566	1.25139623464411	0.0062027125201774	0.0901033311890119	0.253227692457295	0.31240241458612	0.350066273869735	0.380379187900427
ENSG00000059145	0.1	UNKL	unk like zinc finger 	n/a	-0.31954809071157	0.772459846299699	0.0010850917460701	0.148190461796349	0.289892957433367	0.349601974679058	0.381969626002822	0.391572635194782
ENSG00000060558	0.1	GNA15	G protein subunit alpha 15 	n/a	0.264247887878673	1.32486417977081	0.0273811283139007	0.158203203294874	0.279050893328989	0.346183428872204	0.38084355244306	0.403732231413875
ENSG00000061273	0.1	HDAC7	histone deacetylase 7 	n/a	-0.103967378985018	0.599651488119211	0.035190718347985	0.324067389395222	0.3979556731071	0.421121798381725	0.43929285138471	0.449329693954706
ENSG00000061936	0.1	SFSWAP	splicing factor SWAP 	n/a	0.193143483933479	0.463717915571875	7.7192263517108e-05	0.162781055444523	0.303786681159815	0.358959160896824	0.392141081577466	0.418855594344925
ENSG00000062725	0.1	APPBP2	amyloid beta precursor protein binding protein 2 	n/a	0.211760759345486	0.783003291920114	0.000305570321098733	0.0506498523850184	0.201347331267128	0.279144052581622	0.327240585611787	0.358953181239181
ENSG00000063046	0.1	EIF4B	eukaryotic translation initiation factor 4B 	n/a	-0.290147655663155	0.650542521275029	6.68179529463218e-06	0.0669180140902649	0.240785838077061	0.301731911591624	0.349221236479892	0.37633796044567
ENSG00000063587	0.1	ZNF275	zinc finger protein 275 	n/a	0.280965837152407	0.796163372675875	0.0147037913530641	0.205628557890362	0.330536815751527	0.38176738616623	0.413066363686531	0.436723169124734
ENSG00000063761	0.1	ADCK1	aarF domain containing kinase 1 	n/a	0.228670045798415	0.727761725956389	0.00144866904643933	0.136041077536825	0.257797726709307	0.333994840586566	0.370924809801042	0.396180213339344
ENSG00000064393	0.1	HIPK2	homeodomain interacting protein kinase 2 	n/a	-0.355982605451553	1.25982299028174	0.00156090816022231	0.0589094112993098	0.212916157982073	0.285505598526632	0.326245398246076	0.360455714010949
ENSG00000064933	0.1	PMS1	"PMS1 homolog 1, mismatch repair system component "	n/a	0.115910880996109	0.594000431062302	0.0348473497415614	0.300673753231981	0.396006861268432	0.437050185525827	0.464120625235216	0.478702497832256
ENSG00000064999	0.1	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A 	n/a	-0.142208798898046	0.537457410148728	0.0297673138454993	0.327726843397384	0.399656998565682	0.422866930643737	0.441018699595648	0.448906544248279
ENSG00000065029	0.1	ZNF76	zinc finger protein 76 	n/a	0.148209547091078	0.559682981569054	0.0154357450430693	0.26664241505103	0.375240381217384	0.420529765454577	0.447594523957638	0.467739367442621
ENSG00000065357	0.1	DGKA	diacylglycerol kinase alpha 	n/a	0.300261797641569	0.850392766547031	0.000609084997811636	0.0834252899245832	0.230299173668447	0.308112144897855	0.349380261738855	0.372334292480398
ENSG00000065526	0.1	SPEN	spen family transcriptional repressor 	validated	-0.183275486592762	0.539941273464397	0.0210542234120742	0.314402872540335	0.393565707480091	0.416293096118942	0.435123108914681	0.444545254623035
ENSG00000065675	0.1	PRKCQ	protein kinase C theta 	n/a	-0.487805841230095	1.6089106721633	0.00742313230738052	0.0543299013472389	0.189979989458291	0.269975861508857	0.311500646951622	0.340469588146924
